shift_id,date_key,shift_date,station_id,staff_id,shift_type,scheduled_start,scheduled_end,planned_hours,actual_hours,shift_status,missed_coverage_flag
SH028184,20260409,2026-04-09,ST008,EMP0026,Late,14:30,22:30,8,8,Completed,N
SH028185,20260409,2026-04-09,ST009,EMP0005,Early,05:30,13:30,8,8,Completed,N
SH028186,20260409,2026-04-09,ST009,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH028187,20260409,2026-04-09,ST009,EMP0030,Late,14:30,22:30,8,3.2,Partial,Y
SH028188,20260409,2026-04-09,ST009,EMP0003,Night,22:00,06:00,8,0,No Show,Y
SH028189,20260409,2026-04-09,ST010,EMP0031,Early,05:30,13:30,8,8,Completed,N
SH028190,20260409,2026-04-09,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH028191,20260409,2026-04-09,ST010,EMP0042,Day,09:00,17:00,8,8,Completed,N
SH028192,20260409,2026-04-09,ST010,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH028193,20260409,2026-04-09,ST010,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH028194,20260409,2026-04-09,ST010,EMP0027,Night,22:00,06:00,8,8,Completed,N
SH028195,20260409,2026-04-09,ST011,EMP0054,Early,05:30,13:30,8,8,Completed,N
SH028196,20260409,2026-04-09,ST011,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH028197,20260409,2026-04-09,ST011,EMP0056,Late,14:30,22:30,8,8,Completed,N
SH028198,20260409,2026-04-09,ST012,EMP0029,Early,05:30,13:30,8,8,Completed,N
SH028199,20260409,2026-04-09,ST012,EMP0038,Day,09:00,17:00,8,8,Completed,N
SH028200,20260409,2026-04-09,ST012,EMP0041,Late,14:30,22:30,8,8,Completed,N
SH028201,20260409,2026-04-09,ST013,EMP0002,Early,05:30,13:30,8,8,Completed,N
SH028202,20260409,2026-04-09,ST013,EMP0050,Day,09:00,17:00,8,8,Completed,N
SH028203,20260409,2026-04-09,ST013,EMP0034,Late,14:30,22:30,8,0,No Show,Y
SH028204,20260409,2026-04-09,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH028205,20260409,2026-04-09,ST014,EMP0038,Day,09:00,17:00,8,8,Completed,N
SH028206,20260409,2026-04-09,ST014,EMP0038,Late,14:30,22:30,8,8,Completed,N
SH028207,20260409,2026-04-09,ST015,EMP0030,Early,05:30,13:30,8,8,Completed,N
SH028208,20260409,2026-04-09,ST015,EMP0030,Day,09:00,17:00,8,8,Completed,N
SH028209,20260409,2026-04-09,ST015,EMP0018,Late,14:30,22:30,8,8,Completed,N
SH028210,20260409,2026-04-09,ST016,EMP0032,Early,05:30,13:30,8,8,Completed,N
SH028211,20260409,2026-04-09,ST016,EMP0014,Day,09:00,17:00,8,8,Completed,N
SH028212,20260409,2026-04-09,ST016,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH028213,20260410,2026-04-10,ST001,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH028214,20260410,2026-04-10,ST001,EMP0028,Day,09:00,17:00,8,8,Completed,N
SH028215,20260410,2026-04-10,ST001,EMP0028,Day,09:00,17:00,8,8,Completed,N
SH028216,20260410,2026-04-10,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH028217,20260410,2026-04-10,ST001,EMP0047,Late,14:30,22:30,8,8,Completed,N
SH028218,20260410,2026-04-10,ST001,EMP0047,Night,22:00,06:00,8,8,Completed,N
SH028219,20260410,2026-04-10,ST002,EMP0058,Early,05:30,13:30,8,8,Completed,N
SH028220,20260410,2026-04-10,ST002,EMP0004,Day,09:00,17:00,8,4.7,Partial,Y
SH028221,20260410,2026-04-10,ST002,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH028222,20260410,2026-04-10,ST002,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH028223,20260410,2026-04-10,ST002,EMP0063,Late,14:30,22:30,8,8,Completed,N
SH028224,20260410,2026-04-10,ST002,EMP0036,Night,22:00,06:00,8,8,Completed,N
SH028225,20260410,2026-04-10,ST003,EMP0058,Early,05:30,13:30,8,8,Completed,N
SH028226,20260410,2026-04-10,ST003,EMP0049,Day,09:00,17:00,8,8,Completed,N
SH028227,20260410,2026-04-10,ST003,EMP0055,Late,14:30,22:30,8,8,Completed,N
SH028228,20260410,2026-04-10,ST003,EMP0058,Night,22:00,06:00,8,8,Completed,N
SH028229,20260410,2026-04-10,ST004,EMP0060,Early,05:30,13:30,8,8,Completed,N
SH028230,20260410,2026-04-10,ST004,EMP0025,Day,09:00,17:00,8,8,Completed,N
SH028231,20260410,2026-04-10,ST004,EMP0025,Late,14:30,22:30,8,8,Completed,N
SH028232,20260410,2026-04-10,ST004,EMP0021,Night,22:00,06:00,8,8,Completed,N
SH028233,20260410,2026-04-10,ST005,EMP0014,Early,05:30,13:30,8,8,Completed,N
SH028234,20260410,2026-04-10,ST005,EMP0027,Day,09:00,17:00,8,8,Completed,N
SH028235,20260410,2026-04-10,ST005,EMP0014,Late,14:30,22:30,8,0,No Show,Y
SH028236,20260410,2026-04-10,ST006,EMP0016,Early,05:30,13:30,8,8,Completed,N
SH028237,20260410,2026-04-10,ST006,EMP0064,Day,09:00,17:00,8,8,Completed,N
SH028238,20260410,2026-04-10,ST006,EMP0028,Late,14:30,22:30,8,8,Completed,N
SH028239,20260410,2026-04-10,ST006,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH028240,20260410,2026-04-10,ST007,EMP0046,Early,05:30,13:30,8,5,Partial,Y
SH028241,20260410,2026-04-10,ST007,EMP0025,Day,09:00,17:00,8,5,Partial,Y
SH028242,20260410,2026-04-10,ST007,EMP0025,Late,14:30,22:30,8,8,Completed,N
SH028243,20260410,2026-04-10,ST007,EMP0003,Night,22:00,06:00,8,0,Cancelled,Y
SH028244,20260410,2026-04-10,ST008,EMP0022,Early,05:30,13:30,8,8,Completed,N
SH028245,20260410,2026-04-10,ST008,EMP0043,Day,09:00,17:00,8,8,Completed,N
SH028246,20260410,2026-04-10,ST008,EMP0022,Late,14:30,22:30,8,8,Completed,N
SH028247,20260410,2026-04-10,ST009,EMP0008,Early,05:30,13:30,8,0,Cancelled,Y
SH028248,20260410,2026-04-10,ST009,EMP0036,Day,09:00,17:00,8,8,Completed,N
SH028249,20260410,2026-04-10,ST009,EMP0008,Late,14:30,22:30,8,8,Completed,N
SH028250,20260410,2026-04-10,ST009,EMP0008,Night,22:00,06:00,8,8,Completed,N
SH028251,20260410,2026-04-10,ST010,EMP0053,Early,05:30,13:30,8,8,Completed,N
SH028252,20260410,2026-04-10,ST010,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH028253,20260410,2026-04-10,ST010,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH028254,20260410,2026-04-10,ST010,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH028255,20260410,2026-04-10,ST010,EMP0042,Late,14:30,22:30,8,4.2,Partial,Y
SH028256,20260410,2026-04-10,ST010,EMP0053,Night,22:00,06:00,8,8,Completed,N
SH028257,20260410,2026-04-10,ST011,EMP0056,Early,05:30,13:30,8,8,Completed,N
SH028258,20260410,2026-04-10,ST011,EMP0041,Day,09:00,17:00,8,8,Completed,N
SH028259,20260410,2026-04-10,ST011,EMP0006,Late,14:30,22:30,8,8,Completed,N
SH028260,20260410,2026-04-10,ST012,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH028261,20260410,2026-04-10,ST012,EMP0046,Day,09:00,17:00,8,8,Completed,N
SH028262,20260410,2026-04-10,ST012,EMP0046,Late,14:30,22:30,8,8,Completed,N
SH028263,20260410,2026-04-10,ST013,EMP0034,Early,05:30,13:30,8,8,Completed,N
SH028264,20260410,2026-04-10,ST013,EMP0001,Day,09:00,17:00,8,8,Completed,N
SH028265,20260410,2026-04-10,ST013,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH028266,20260410,2026-04-10,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH028267,20260410,2026-04-10,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH028268,20260410,2026-04-10,ST014,EMP0013,Late,14:30,22:30,8,8,Completed,N
SH028269,20260410,2026-04-10,ST014,EMP0019,Night,22:00,06:00,8,8,Completed,N
SH028270,20260410,2026-04-10,ST015,EMP0053,Early,05:30,13:30,8,8,Completed,N
SH028271,20260410,2026-04-10,ST015,EMP0012,Day,09:00,17:00,8,8,Completed,N
SH028272,20260410,2026-04-10,ST015,EMP0044,Late,14:30,22:30,8,8,Completed,N
SH028273,20260410,2026-04-10,ST016,EMP0010,Early,05:30,13:30,8,8,Completed,N
SH028274,20260410,2026-04-10,ST016,EMP0032,Day,09:00,17:00,8,8,Completed,N
SH028275,20260410,2026-04-10,ST016,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH028276,20260411,2026-04-11,ST001,EMP0047,Early,05:30,13:30,8,8,Completed,N
SH028277,20260411,2026-04-11,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH028278,20260411,2026-04-11,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH028279,20260411,2026-04-11,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH028280,20260411,2026-04-11,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH028281,20260411,2026-04-11,ST001,EMP0028,Night,22:00,06:00,8,8,Completed,N
SH028282,20260411,2026-04-11,ST002,EMP0063,Early,05:30,13:30,8,3.8,Partial,Y
SH028283,20260411,2026-04-11,ST002,EMP0064,Day,09:00,17:00,8,4.4,Partial,Y
SH028284,20260411,2026-04-11,ST002,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH028285,20260411,2026-04-11,ST002,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH028286,20260411,2026-04-11,ST002,EMP0064,Late,14:30,22:30,8,8,Completed,N
SH028287,20260411,2026-04-11,ST002,EMP0064,Night,22:00,06:00,8,8,Completed,N
SH028288,20260411,2026-04-11,ST003,EMP0051,Early,05:30,13:30,8,8,Completed,N
SH028289,20260411,2026-04-11,ST003,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH028290,20260411,2026-04-11,ST003,EMP0058,Late,14:30,22:30,8,8,Completed,N
SH028291,20260411,2026-04-11,ST004,EMP0025,Early,05:30,13:30,8,8,Completed,N
SH028292,20260411,2026-04-11,ST004,EMP0025,Day,09:00,17:00,8,8,Completed,N
SH028293,20260411,2026-04-11,ST004,EMP0020,Late,14:30,22:30,8,8,Completed,N
SH028294,20260411,2026-04-11,ST005,EMP0015,Early,05:30,13:30,8,8,Completed,N
SH028295,20260411,2026-04-11,ST005,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH028296,20260411,2026-04-11,ST005,EMP0039,Late,14:30,22:30,8,8,Completed,N
SH028297,20260411,2026-04-11,ST006,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH028298,20260411,2026-04-11,ST006,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH028299,20260411,2026-04-11,ST006,EMP0016,Late,14:30,22:30,8,8,Completed,N
SH028300,20260411,2026-04-11,ST006,EMP0016,Night,22:00,06:00,8,8,Completed,N
SH028301,20260411,2026-04-11,ST007,EMP0018,Early,05:30,13:30,8,8,Completed,N
SH028302,20260411,2026-04-11,ST007,EMP0007,Day,09:00,17:00,8,8,Completed,N
SH028303,20260411,2026-04-11,ST007,EMP0007,Late,14:30,22:30,8,0,No Show,Y
SH028304,20260411,2026-04-11,ST008,EMP0043,Early,05:30,13:30,8,8,Completed,N
SH028305,20260411,2026-04-11,ST008,EMP0037,Day,09:00,17:00,8,8,Completed,N
SH028306,20260411,2026-04-11,ST008,EMP0042,Late,14:30,22:30,8,0,No Show,Y
SH028307,20260411,2026-04-11,ST009,EMP0030,Early,05:30,13:30,8,8,Completed,N
SH028308,20260411,2026-04-11,ST009,EMP0051,Day,09:00,17:00,8,8,Completed,N
SH028309,20260411,2026-04-11,ST009,EMP0051,Late,14:30,22:30,8,8,Completed,N
SH028310,20260411,2026-04-11,ST010,EMP0027,Early,05:30,13:30,8,8,Completed,N
SH028311,20260411,2026-04-11,ST010,EMP0042,Day,09:00,17:00,8,8,Completed,N
SH028312,20260411,2026-04-11,ST010,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH028313,20260411,2026-04-11,ST010,EMP0027,Late,14:30,22:30,8,8,Completed,N
SH028314,20260411,2026-04-11,ST010,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH028315,20260411,2026-04-11,ST010,EMP0061,Night,22:00,06:00,8,8,Completed,N
SH028316,20260411,2026-04-11,ST011,EMP0041,Early,05:30,13:30,8,8,Completed,N
SH028317,20260411,2026-04-11,ST011,EMP0056,Day,09:00,17:00,8,8,Completed,N
SH028318,20260411,2026-04-11,ST011,EMP0006,Late,14:30,22:30,8,8,Completed,N
SH028319,20260411,2026-04-11,ST012,EMP0034,Early,05:30,13:30,8,8,Completed,N
SH028320,20260411,2026-04-11,ST012,EMP0017,Day,09:00,17:00,8,8,Completed,N
SH028321,20260411,2026-04-11,ST012,EMP0007,Late,14:30,22:30,8,8,Completed,N
SH028322,20260411,2026-04-11,ST013,EMP0050,Early,05:30,13:30,8,0,No Show,Y
SH028323,20260411,2026-04-11,ST013,EMP0034,Day,09:00,17:00,8,8,Completed,N
SH028324,20260411,2026-04-11,ST013,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH028325,20260411,2026-04-11,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH028326,20260411,2026-04-11,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH028327,20260411,2026-04-11,ST014,EMP0031,Late,14:30,22:30,8,8,Completed,N
SH028328,20260411,2026-04-11,ST015,EMP0044,Early,05:30,13:30,8,8,Completed,N
SH028329,20260411,2026-04-11,ST015,EMP0030,Day,09:00,17:00,8,8,Completed,N
SH028330,20260411,2026-04-11,ST015,EMP0044,Day,09:00,17:00,8,8,Completed,N
SH028331,20260411,2026-04-11,ST015,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH028332,20260411,2026-04-11,ST016,EMP0052,Early,05:30,13:30,8,8,Completed,N
SH028333,20260411,2026-04-11,ST016,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH028334,20260411,2026-04-11,ST016,EMP0032,Late,14:30,22:30,8,8,Completed,N
SH028335,20260412,2026-04-12,ST001,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH028336,20260412,2026-04-12,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH028337,20260412,2026-04-12,ST001,EMP0012,Day,09:00,17:00,8,8,Completed,N
SH028338,20260412,2026-04-12,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH028339,20260412,2026-04-12,ST001,EMP0047,Late,14:30,22:30,8,8,Completed,N
SH028340,20260412,2026-04-12,ST001,EMP0012,Night,22:00,06:00,8,8,Completed,N
SH028341,20260412,2026-04-12,ST002,EMP0039,Early,05:30,13:30,8,8,Completed,N
SH028342,20260412,2026-04-12,ST002,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH028343,20260412,2026-04-12,ST002,EMP0064,Day,09:00,17:00,8,8,Completed,N
SH028344,20260412,2026-04-12,ST002,EMP0048,Late,14:30,22:30,8,8,Completed,N
SH028345,20260412,2026-04-12,ST002,EMP0048,Late,14:30,22:30,8,4.9,Partial,Y
SH028346,20260412,2026-04-12,ST002,EMP0064,Night,22:00,06:00,8,4,Partial,Y
SH028347,20260412,2026-04-12,ST003,EMP0055,Early,05:30,13:30,8,8,Completed,N
SH028348,20260412,2026-04-12,ST003,EMP0029,Day,09:00,17:00,8,8,Completed,N
SH028349,20260412,2026-04-12,ST003,EMP0058,Late,14:30,22:30,8,5.5,Partial,Y
SH028350,20260412,2026-04-12,ST004,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH028351,20260412,2026-04-12,ST004,EMP0025,Day,09:00,17:00,8,8,Completed,N
SH028352,20260412,2026-04-12,ST004,EMP0060,Late,14:30,22:30,8,0,No Show,Y
SH028353,20260412,2026-04-12,ST005,EMP0039,Early,05:30,13:30,8,8,Completed,N
SH028354,20260412,2026-04-12,ST005,EMP0032,Day,09:00,17:00,8,8,Completed,N
SH028355,20260412,2026-04-12,ST005,EMP0062,Late,14:30,22:30,8,8,Completed,N
SH028356,20260412,2026-04-12,ST006,EMP0044,Early,05:30,13:30,8,8,Completed,N
SH028357,20260412,2026-04-12,ST006,EMP0016,Day,09:00,17:00,8,8,Completed,N
SH028358,20260412,2026-04-12,ST006,EMP0024,Late,14:30,22:30,8,8,Completed,N
SH028359,20260412,2026-04-12,ST006,EMP0024,Night,22:00,06:00,8,8,Completed,N
SH028360,20260412,2026-04-12,ST007,EMP0003,Early,05:30,13:30,8,8,Completed,N
SH028361,20260412,2026-04-12,ST007,EMP0003,Day,09:00,17:00,8,8,Completed,N
SH028362,20260412,2026-04-12,ST007,EMP0003,Late,14:30,22:30,8,8,Completed,N
SH028363,20260412,2026-04-12,ST008,EMP0024,Early,05:30,13:30,8,8,Completed,N
SH028364,20260412,2026-04-12,ST008,EMP0037,Day,09:00,17:00,8,8,Completed,N
SH028365,20260412,2026-04-12,ST008,EMP0033,Late,14:30,22:30,8,6.2,Partial,Y
SH028366,20260412,2026-04-12,ST008,EMP0037,Night,22:00,06:00,8,6.5,Partial,Y
SH028367,20260412,2026-04-12,ST009,EMP0055,Early,05:30,13:30,8,4.8,Partial,Y
SH028368,20260412,2026-04-12,ST009,EMP0051,Day,09:00,17:00,8,8,Completed,N
SH028369,20260412,2026-04-12,ST009,EMP0030,Late,14:30,22:30,8,8,Completed,N
SH028370,20260412,2026-04-12,ST010,EMP0011,Early,05:30,13:30,8,3.5,Partial,Y
SH028371,20260412,2026-04-12,ST010,EMP0061,Day,09:00,17:00,8,8,Completed,N
SH028372,20260412,2026-04-12,ST010,EMP0057,Day,09:00,17:00,8,0,Cancelled,Y
SH028373,20260412,2026-04-12,ST010,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH028374,20260412,2026-04-12,ST010,EMP0042,Late,14:30,22:30,8,8,Completed,N
SH028375,20260412,2026-04-12,ST010,EMP0031,Night,22:00,06:00,8,4.4,Partial,Y
SH028376,20260412,2026-04-12,ST011,EMP0020,Early,05:30,13:30,8,8,Completed,N
SH028377,20260412,2026-04-12,ST011,EMP0045,Day,09:00,17:00,8,8,Completed,N
SH028378,20260412,2026-04-12,ST011,EMP0060,Late,14:30,22:30,8,0,No Show,Y
SH028379,20260412,2026-04-12,ST012,EMP0015,Early,05:30,13:30,8,8,Completed,N
SH028380,20260412,2026-04-12,ST012,EMP0056,Day,09:00,17:00,8,3.1,Partial,Y
SH028381,20260412,2026-04-12,ST012,EMP0029,Late,14:30,22:30,8,8,Completed,N
SH028382,20260412,2026-04-12,ST013,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH028383,20260412,2026-04-12,ST013,EMP0016,Day,09:00,17:00,8,8,Completed,N
SH028384,20260412,2026-04-12,ST013,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH028385,20260412,2026-04-12,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH028386,20260412,2026-04-12,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH028387,20260412,2026-04-12,ST014,EMP0013,Late,14:30,22:30,8,8,Completed,N
SH028388,20260412,2026-04-12,ST014,EMP0002,Night,22:00,06:00,8,8,Completed,N
SH028389,20260412,2026-04-12,ST015,EMP0030,Early,05:30,13:30,8,8,Completed,N
SH028390,20260412,2026-04-12,ST015,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH028391,20260412,2026-04-12,ST015,EMP0018,Late,14:30,22:30,8,4,Partial,Y
SH028392,20260412,2026-04-12,ST015,EMP0044,Night,22:00,06:00,8,8,Completed,N
SH028393,20260412,2026-04-12,ST016,EMP0032,Early,05:30,13:30,8,8,Completed,N
SH028394,20260412,2026-04-12,ST016,EMP0014,Day,09:00,17:00,8,8,Completed,N
SH028395,20260412,2026-04-12,ST016,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH028396,20260412,2026-04-12,ST016,EMP0052,Night,22:00,06:00,8,8,Completed,N
SH028397,20260413,2026-04-13,ST001,EMP0062,Early,05:30,13:30,8,8,Completed,N
SH028398,20260413,2026-04-13,ST001,EMP0012,Day,09:00,17:00,8,8,Completed,N
SH028399,20260413,2026-04-13,ST001,EMP0057,Day,09:00,17:00,8,0,Cancelled,Y
SH028400,20260413,2026-04-13,ST001,EMP0062,Late,14:30,22:30,8,8,Completed,N
SH028401,20260413,2026-04-13,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH028402,20260413,2026-04-13,ST001,EMP0012,Night,22:00,06:00,8,8,Completed,N
SH028403,20260413,2026-04-13,ST002,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH028404,20260413,2026-04-13,ST002,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH028405,20260413,2026-04-13,ST002,EMP0004,Day,09:00,17:00,8,8,Completed,N
SH028406,20260413,2026-04-13,ST002,EMP0004,Late,14:30,22:30,8,8,Completed,N
SH028407,20260413,2026-04-13,ST002,EMP0064,Late,14:30,22:30,8,8,Completed,N
SH028408,20260413,2026-04-13,ST002,EMP0064,Night,22:00,06:00,8,8,Completed,N
SH028409,20260413,2026-04-13,ST003,EMP0029,Early,05:30,13:30,8,8,Completed,N
SH028410,20260413,2026-04-13,ST003,EMP0006,Day,09:00,17:00,8,8,Completed,N
SH028411,20260413,2026-04-13,ST003,EMP0043,Late,14:30,22:30,8,8,Completed,N
SH028412,20260413,2026-04-13,ST004,EMP0020,Early,05:30,13:30,8,8,Completed,N
SH028413,20260413,2026-04-13,ST004,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH028414,20260413,2026-04-13,ST004,EMP0017,Late,14:30,22:30,8,0,No Show,Y
SH028415,20260413,2026-04-13,ST004,EMP0054,Night,22:00,06:00,8,8,Completed,N
SH028416,20260413,2026-04-13,ST005,EMP0014,Early,05:30,13:30,8,3.8,Partial,Y
SH028417,20260413,2026-04-13,ST005,EMP0039,Day,09:00,17:00,8,6.2,Partial,Y
SH028418,20260413,2026-04-13,ST005,EMP0015,Late,14:30,22:30,8,8,Completed,N
SH028419,20260413,2026-04-13,ST006,EMP0022,Early,05:30,13:30,8,8,Completed,N
SH028420,20260413,2026-04-13,ST006,EMP0022,Day,09:00,17:00,8,8,Completed,N
SH028421,20260413,2026-04-13,ST006,EMP0028,Late,14:30,22:30,8,5.1,Partial,Y
SH028422,20260413,2026-04-13,ST006,EMP0016,Night,22:00,06:00,8,8,Completed,N
SH028423,20260413,2026-04-13,ST007,EMP0033,Early,05:30,13:30,8,8,Completed,N
SH028424,20260413,2026-04-13,ST007,EMP0046,Day,09:00,17:00,8,8,Completed,N
SH028425,20260413,2026-04-13,ST007,EMP0033,Late,14:30,22:30,8,0,Cancelled,Y
SH028426,20260413,2026-04-13,ST007,EMP0025,Night,22:00,06:00,8,8,Completed,N
SH028427,20260413,2026-04-13,ST008,EMP0024,Early,05:30,13:30,8,8,Completed,N
SH028428,20260413,2026-04-13,ST008,EMP0023,Day,09:00,17:00,8,8,Completed,N
SH028429,20260413,2026-04-13,ST008,EMP0026,Late,14:30,22:30,8,8,Completed,N
SH028430,20260413,2026-04-13,ST009,EMP0036,Early,05:30,13:30,8,8,Completed,N
SH028431,20260413,2026-04-13,ST009,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH028432,20260413,2026-04-13,ST009,EMP0021,Late,14:30,22:30,8,3.2,Partial,Y
SH028433,20260413,2026-04-13,ST010,EMP0027,Early,05:30,13:30,8,8,Completed,N
SH028434,20260413,2026-04-13,ST010,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH028435,20260413,2026-04-13,ST010,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH028436,20260413,2026-04-13,ST010,EMP0057,Late,14:30,22:30,8,8,Completed,N
SH028437,20260413,2026-04-13,ST010,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH028438,20260413,2026-04-13,ST010,EMP0011,Night,22:00,06:00,8,8,Completed,N
SH028439,20260413,2026-04-13,ST011,EMP0060,Early,05:30,13:30,8,8,Completed,N
SH028440,20260413,2026-04-13,ST011,EMP0045,Day,09:00,17:00,8,8,Completed,N
SH028441,20260413,2026-04-13,ST011,EMP0054,Late,14:30,22:30,8,8,Completed,N
SH028442,20260413,2026-04-13,ST012,EMP0007,Early,05:30,13:30,8,8,Completed,N
SH028443,20260413,2026-04-13,ST012,EMP0023,Day,09:00,17:00,8,8,Completed,N
SH028444,20260413,2026-04-13,ST012,EMP0015,Late,14:30,22:30,8,8,Completed,N
SH028445,20260413,2026-04-13,ST013,EMP0034,Early,05:30,13:30,8,5.3,Partial,Y
SH028446,20260413,2026-04-13,ST013,EMP0002,Day,09:00,17:00,8,8,Completed,N
SH028447,20260413,2026-04-13,ST013,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH028448,20260413,2026-04-13,ST014,EMP0038,Early,05:30,13:30,8,8,Completed,N
SH028449,20260413,2026-04-13,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH028450,20260413,2026-04-13,ST014,EMP0019,Late,14:30,22:30,8,3.6,Partial,Y
SH028451,20260413,2026-04-13,ST015,EMP0053,Early,05:30,13:30,8,8,Completed,N
SH028452,20260413,2026-04-13,ST015,EMP0012,Day,09:00,17:00,8,8,Completed,N
SH028453,20260413,2026-04-13,ST015,EMP0047,Late,14:30,22:30,8,8,Completed,N
SH028454,20260413,2026-04-13,ST016,EMP0014,Early,05:30,13:30,8,8,Completed,N
SH028455,20260413,2026-04-13,ST016,EMP0014,Day,09:00,17:00,8,8,Completed,N
SH028456,20260413,2026-04-13,ST016,EMP0010,Late,14:30,22:30,8,8,Completed,N
SH028457,20260413,2026-04-13,ST016,EMP0011,Night,22:00,06:00,8,8,Completed,N
SH028458,20260414,2026-04-14,ST001,EMP0012,Early,05:30,13:30,8,8,Completed,N
SH028459,20260414,2026-04-14,ST001,EMP0028,Day,09:00,17:00,8,3,Partial,Y
SH028460,20260414,2026-04-14,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH028461,20260414,2026-04-14,ST001,EMP0057,Late,14:30,22:30,8,8,Completed,N
SH028462,20260414,2026-04-14,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH028463,20260414,2026-04-14,ST001,EMP0047,Night,22:00,06:00,8,8,Completed,N
SH028464,20260414,2026-04-14,ST002,EMP0009,Early,05:30,13:30,8,8,Completed,N
SH028465,20260414,2026-04-14,ST002,EMP0010,Day,09:00,17:00,8,8,Completed,N
SH028466,20260414,2026-04-14,ST002,EMP0063,Day,09:00,17:00,8,5.9,Partial,Y
SH028467,20260414,2026-04-14,ST002,EMP0039,Late,14:30,22:30,8,8,Completed,N
SH028468,20260414,2026-04-14,ST002,EMP0048,Late,14:30,22:30,8,5.5,Partial,Y
SH028469,20260414,2026-04-14,ST002,EMP0048,Night,22:00,06:00,8,8,Completed,N
SH028470,20260414,2026-04-14,ST003,EMP0049,Early,05:30,13:30,8,8,Completed,N
SH028471,20260414,2026-04-14,ST003,EMP0061,Day,09:00,17:00,8,8,Completed,N
SH028472,20260414,2026-04-14,ST003,EMP0049,Late,14:30,22:30,8,8,Completed,N
SH028473,20260414,2026-04-14,ST004,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH028474,20260414,2026-04-14,ST004,EMP0017,Day,09:00,17:00,8,8,Completed,N
SH028475,20260414,2026-04-14,ST004,EMP0017,Late,14:30,22:30,8,8,Completed,N
SH028476,20260414,2026-04-14,ST004,EMP0017,Night,22:00,06:00,8,8,Completed,N
SH028477,20260414,2026-04-14,ST005,EMP0014,Early,05:30,13:30,8,8,Completed,N
