support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE002015,20260203,ST014,2026-02-03 12:34:00,2026-02-06 15:34:00,Lost Property,Resolved,Medium,Contact Centre,75,72,Y,N
CASE002016,20260203,ST002,2026-02-03 18:09:00,2026-02-05 09:09:00,Service Disruption Complaint,Resolved,Medium,Web Form,39,72,N,N
CASE002017,20260204,ST009,2026-02-04 06:54:00,2026-02-05 19:54:00,Service Disruption Complaint,Resolved,High,Station Desk,37,72,N,N
CASE002018,20260204,ST007,2026-02-04 10:08:00,2026-02-04 11:08:00,Accessibility Assistance,Resolved,Low,Email,1,12,N,N
CASE002019,20260204,ST002,2026-02-04 08:52:00,2026-02-04 23:52:00,Information Request,Resolved,Medium,Contact Centre,15,24,N,N
CASE002020,20260205,ST012,2026-02-05 16:10:00,2026-02-09 14:10:00,Delay Compensation,Resolved,Urgent,Contact Centre,94,96,N,Y
CASE002021,20260205,ST013,2026-02-05 15:24:00,2026-02-06 05:24:00,Ticketing / Refund,Resolved,High,Web Form,14,48,N,N
CASE002022,20260205,ST010,2026-02-05 14:20:00,2026-02-10 03:20:00,Service Disruption Complaint,Resolved,Low,Web Form,109,72,Y,N
CASE002023,20260205,ST006,2026-02-05 22:30:00,2026-02-06 18:30:00,Lost Property,Resolved,Medium,Contact Centre,20,72,N,Y
CASE002024,20260205,ST013,2026-02-05 18:57:00,,Lost Property,Pending Customer,Medium,Web Form,,72,N,N
CASE002025,20260205,ST004,2026-02-05 17:10:00,2026-02-09 22:10:00,Service Disruption Complaint,Resolved,Low,Mobile App,101,72,Y,N
CASE002026,20260206,ST001,2026-02-06 10:05:00,2026-02-09 08:05:00,Lost Property,Resolved,Medium,Web Form,70,72,N,N
CASE002027,20260206,ST010,2026-02-06 20:28:00,2026-02-08 01:28:00,Information Request,Resolved,High,Contact Centre,29,24,Y,N
CASE002028,20260206,ST015,2026-02-06 08:15:00,2026-02-08 01:15:00,Lost Property,Resolved,Low,Contact Centre,41,72,N,Y
CASE002029,20260207,ST015,2026-02-07 09:28:00,,Accessibility Assistance,Open,High,Web Form,,12,N,N
CASE002030,20260207,ST008,2026-02-07 09:35:00,2026-02-14 07:35:00,Service Disruption Complaint,Resolved,Low,Mobile App,166,72,Y,N
CASE002031,20260207,ST010,2026-02-07 15:36:00,2026-02-10 16:36:00,Service Disruption Complaint,Resolved,Low,Mobile App,73,72,Y,N
CASE002032,20260207,ST007,2026-02-07 18:31:00,,Accessibility Assistance,Pending Customer,Medium,Mobile App,,12,N,N
CASE002033,20260207,ST003,2026-02-07 21:14:00,,Ticketing / Refund,Pending Customer,Medium,Email,,48,N,N
CASE002034,20260207,ST012,2026-02-07 18:40:00,2026-02-08 14:40:00,Accessibility Assistance,Resolved,High,Web Form,20,12,Y,N
CASE002035,20260207,ST001,2026-02-07 21:28:00,,Ticketing / Refund,Pending Customer,Low,Web Form,,48,N,N
CASE002036,20260208,ST012,2026-02-08 12:31:00,2026-02-09 03:31:00,Accessibility Assistance,Resolved,Medium,Station Desk,15,12,Y,N
CASE002037,20260208,ST010,2026-02-08 16:02:00,2026-02-09 02:02:00,Information Request,Resolved,Medium,Contact Centre,10,24,N,N
CASE002038,20260208,ST004,2026-02-08 22:31:00,,Delay Compensation,Escalated,High,Station Desk,,96,N,N
CASE002039,20260208,ST014,2026-02-08 09:10:00,2026-02-14 11:10:00,Ticketing / Refund,Resolved,Low,Mobile App,146,48,Y,N
CASE002040,20260209,ST007,2026-02-09 20:35:00,2026-02-09 21:35:00,Lost Property,Resolved,Medium,Web Form,1,72,N,N
CASE002041,20260209,ST002,2026-02-09 06:09:00,2026-02-13 18:09:00,Delay Compensation,Resolved,Low,Contact Centre,108,96,Y,N
CASE002042,20260209,ST004,2026-02-09 19:47:00,2026-02-10 05:47:00,Lost Property,Resolved,Low,Station Desk,10,72,N,N
CASE002043,20260209,ST010,2026-02-09 16:27:00,2026-02-10 15:27:00,Ticketing / Refund,Resolved,Medium,Contact Centre,23,48,N,N
CASE002044,20260209,ST008,2026-02-09 20:49:00,2026-02-11 11:49:00,Ticketing / Refund,Resolved,Low,Contact Centre,39,48,N,N
CASE002045,20260209,ST006,2026-02-09 06:04:00,,Delay Compensation,Open,Medium,Web Form,,96,N,Y
CASE002046,20260209,ST002,2026-02-09 13:06:00,2026-02-10 18:06:00,Staff Conduct,Resolved,Low,Web Form,29,72,N,N
CASE002047,20260209,ST001,2026-02-09 21:18:00,2026-02-11 01:18:00,Ticketing / Refund,Resolved,High,Contact Centre,28,48,N,N
CASE002048,20260210,ST005,2026-02-10 16:14:00,,Information Request,Open,Low,Email,,24,N,Y
CASE002049,20260210,ST003,2026-02-10 10:17:00,,Staff Conduct,Open,Medium,Web Form,,72,N,N
CASE002050,20260211,ST011,2026-02-11 11:25:00,2026-02-14 18:25:00,Lost Property,Resolved,High,Contact Centre,79,72,Y,N
CASE002051,20260211,ST001,2026-02-11 20:09:00,,Delay Compensation,Escalated,Low,Mobile App,,96,N,N
CASE002052,20260211,ST011,2026-02-11 12:40:00,,Service Disruption Complaint,Pending Customer,Medium,Web Form,,72,N,N
CASE002053,20260212,ST003,2026-02-12 14:33:00,2026-02-15 00:33:00,Ticketing / Refund,Resolved,Medium,Contact Centre,58,48,Y,N
CASE002054,20260212,ST002,2026-02-12 21:00:00,2026-02-15 08:00:00,Delay Compensation,Resolved,Medium,Station Desk,59,96,N,N
CASE002055,20260212,ST002,2026-02-12 16:11:00,,Ticketing / Refund,Open,Low,Mobile App,,48,N,N
CASE002056,20260212,ST013,2026-02-12 13:50:00,2026-02-13 15:50:00,Service Disruption Complaint,Resolved,Medium,Email,26,72,N,N
CASE002057,20260212,ST002,2026-02-12 13:14:00,2026-02-13 07:14:00,Delay Compensation,Resolved,Medium,Contact Centre,18,96,N,N
CASE002058,20260213,ST007,2026-02-13 12:14:00,2026-02-15 18:14:00,Ticketing / Refund,Resolved,Low,Contact Centre,54,48,Y,N
CASE002059,20260213,ST010,2026-02-13 12:45:00,,Accessibility Assistance,Escalated,High,Contact Centre,,12,N,N
CASE002060,20260213,ST001,2026-02-13 14:45:00,2026-02-15 13:45:00,Service Disruption Complaint,Resolved,High,Station Desk,47,72,N,N
CASE002061,20260214,ST001,2026-02-14 22:34:00,,Service Disruption Complaint,Pending Customer,High,Contact Centre,,72,N,N
CASE002062,20260214,ST015,2026-02-14 13:03:00,2026-02-15 05:03:00,Information Request,Resolved,Medium,Mobile App,16,24,N,N
CASE002063,20260215,ST009,2026-02-15 07:35:00,,Lost Property,Open,Urgent,Contact Centre,,72,N,N
CASE002064,20260215,ST002,2026-02-15 13:57:00,,Delay Compensation,Pending Customer,Low,Mobile App,,96,N,Y
CASE002065,20260215,ST001,2026-02-15 06:10:00,2026-02-15 18:10:00,Cleanliness Complaint,Resolved,Low,Mobile App,12,36,N,N
CASE002066,20260215,ST006,2026-02-15 11:59:00,2026-02-17 16:59:00,Lost Property,Resolved,Low,Web Form,53,72,N,Y
CASE002067,20260216,ST013,2026-02-16 19:37:00,2026-02-17 12:37:00,Accessibility Assistance,Resolved,Medium,Mobile App,17,12,Y,N
CASE002068,20260216,ST001,2026-02-16 12:14:00,,Cleanliness Complaint,Open,High,Station Desk,,36,N,Y
CASE002069,20260216,ST003,2026-02-16 18:44:00,2026-02-16 19:44:00,Ticketing / Refund,Resolved,Medium,Web Form,1,48,N,N
CASE002070,20260216,ST013,2026-02-16 11:37:00,2026-02-19 13:37:00,Service Disruption Complaint,Resolved,High,Email,74,72,Y,N
CASE002071,20260216,ST013,2026-02-16 16:09:00,2026-02-18 22:09:00,Service Disruption Complaint,Resolved,Medium,Mobile App,54,72,N,N
CASE002072,20260217,ST006,2026-02-17 21:16:00,,Accessibility Assistance,Open,Medium,Contact Centre,,12,N,N
CASE002073,20260217,ST008,2026-02-17 07:45:00,,Service Disruption Complaint,Open,Medium,Email,,72,N,N
CASE002074,20260217,ST008,2026-02-17 18:36:00,2026-02-24 14:36:00,Service Disruption Complaint,Resolved,High,Web Form,164,72,Y,Y
CASE002075,20260217,ST002,2026-02-17 11:30:00,2026-02-18 12:30:00,Ticketing / Refund,Resolved,Medium,Email,25,48,N,N
CASE002076,20260217,ST005,2026-02-17 11:32:00,2026-02-17 12:32:00,Ticketing / Refund,Resolved,Medium,Station Desk,1,48,N,N
CASE002077,20260217,ST016,2026-02-17 22:18:00,2026-02-19 18:18:00,Ticketing / Refund,Resolved,Medium,Contact Centre,44,48,N,N
CASE002078,20260217,ST010,2026-02-17 15:23:00,2026-02-18 02:23:00,Accessibility Assistance,Resolved,Low,Mobile App,11,12,N,Y
CASE002079,20260217,ST013,2026-02-17 08:00:00,2026-02-19 08:00:00,Service Disruption Complaint,Resolved,Low,Web Form,48,72,N,N
CASE002080,20260218,ST007,2026-02-18 10:17:00,2026-02-21 06:17:00,Lost Property,Resolved,Medium,Email,68,72,N,N
CASE002081,20260218,ST003,2026-02-18 18:44:00,,Information Request,Open,Medium,Email,,24,N,N
CASE002082,20260218,ST014,2026-02-18 14:54:00,2026-02-19 01:54:00,Delay Compensation,Resolved,Low,Email,11,96,N,Y
CASE002083,20260218,ST003,2026-02-18 15:30:00,2026-02-18 21:30:00,Information Request,Resolved,Medium,Mobile App,6,24,N,Y
CASE002084,20260218,ST013,2026-02-18 18:25:00,2026-02-18 20:25:00,Accessibility Assistance,Resolved,Medium,Mobile App,2,12,N,Y
CASE002085,20260219,ST005,2026-02-19 08:13:00,2026-02-21 10:13:00,Information Request,Resolved,Medium,Station Desk,50,24,Y,N
CASE002086,20260219,ST013,2026-02-19 19:48:00,2026-02-22 11:48:00,Ticketing / Refund,Resolved,Low,Email,64,48,Y,N
CASE002087,20260219,ST013,2026-02-19 08:01:00,2026-02-23 06:01:00,Delay Compensation,Resolved,Medium,Web Form,94,96,N,N
CASE002088,20260220,ST004,2026-02-20 22:54:00,2026-02-23 14:54:00,Service Disruption Complaint,Resolved,Medium,Email,64,72,N,N
CASE002089,20260220,ST001,2026-02-20 15:01:00,2026-02-22 04:01:00,Cleanliness Complaint,Resolved,Medium,Mobile App,37,36,Y,Y
CASE002090,20260221,ST016,2026-02-21 08:44:00,2026-02-26 08:44:00,Delay Compensation,Resolved,Low,Web Form,120,96,Y,N
CASE002091,20260221,ST006,2026-02-21 06:27:00,2026-02-24 01:27:00,Service Disruption Complaint,Resolved,High,Station Desk,67,72,N,Y
CASE002092,20260221,ST015,2026-02-21 17:05:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE002093,20260221,ST001,2026-02-21 09:16:00,2026-02-21 16:16:00,Accessibility Assistance,Resolved,Low,Station Desk,7,12,N,N
CASE002094,20260221,ST004,2026-02-21 07:59:00,2026-02-21 08:59:00,Information Request,Resolved,Low,Web Form,1,24,N,N
CASE002095,20260221,ST004,2026-02-21 10:58:00,2026-02-22 10:58:00,Ticketing / Refund,Resolved,Medium,Web Form,24,48,N,N
CASE002096,20260222,ST009,2026-02-22 06:00:00,2026-02-22 07:00:00,Delay Compensation,Resolved,Medium,Web Form,1,96,N,N
CASE002097,20260222,ST007,2026-02-22 11:51:00,2026-02-24 14:51:00,Ticketing / Refund,Resolved,Medium,Contact Centre,51,48,Y,N
CASE002098,20260222,ST013,2026-02-22 09:19:00,2026-02-26 03:19:00,Service Disruption Complaint,Resolved,Low,Station Desk,90,72,Y,Y
CASE002099,20260222,ST009,2026-02-22 08:37:00,,Ticketing / Refund,Open,Low,Station Desk,,48,N,N
CASE002100,20260222,ST001,2026-02-22 11:14:00,2026-02-25 13:14:00,Ticketing / Refund,Resolved,Medium,Contact Centre,74,48,Y,N
CASE002101,20260222,ST010,2026-02-22 15:47:00,2026-02-23 19:47:00,Cleanliness Complaint,Resolved,Low,Station Desk,28,36,N,N
CASE002102,20260222,ST009,2026-02-22 19:58:00,,Lost Property,Open,High,Mobile App,,72,N,N
CASE002103,20260223,ST007,2026-02-23 20:39:00,2026-02-23 21:39:00,Information Request,Resolved,Low,Web Form,1,24,N,N
CASE002104,20260223,ST003,2026-02-23 13:58:00,,Lost Property,Open,Medium,Mobile App,,72,N,N
CASE002105,20260223,ST002,2026-02-23 10:50:00,2026-02-26 21:50:00,Staff Conduct,Resolved,High,Mobile App,83,72,Y,N
CASE002106,20260223,ST011,2026-02-23 10:23:00,2026-02-25 14:23:00,Delay Compensation,Resolved,High,Contact Centre,52,96,N,N
CASE002107,20260223,ST003,2026-02-23 08:23:00,,Delay Compensation,Escalated,Medium,Contact Centre,,96,N,N
CASE002108,20260224,ST013,2026-02-24 22:38:00,,Delay Compensation,Pending Customer,Medium,Email,,96,N,N
CASE002109,20260224,ST007,2026-02-24 18:54:00,2026-02-25 07:54:00,Accessibility Assistance,Resolved,Medium,Email,13,12,Y,N
CASE002110,20260224,ST003,2026-02-24 14:04:00,,Information Request,Pending Customer,Medium,Contact Centre,,24,N,N
CASE002111,20260225,ST003,2026-02-25 16:46:00,2026-03-01 14:46:00,Ticketing / Refund,Resolved,Low,Email,94,48,Y,N
CASE002112,20260225,ST007,2026-02-25 06:08:00,2026-02-27 11:08:00,Cleanliness Complaint,Resolved,Medium,Station Desk,53,36,Y,N
CASE002113,20260225,ST001,2026-02-25 17:11:00,,Ticketing / Refund,Open,Medium,Station Desk,,48,N,N
CASE002114,20260226,ST011,2026-02-26 14:04:00,2026-02-27 16:04:00,Ticketing / Refund,Resolved,Urgent,Station Desk,26,48,N,N
CASE002115,20260226,ST010,2026-02-26 21:00:00,,Information Request,Open,Low,Email,,24,N,Y
CASE002116,20260226,ST001,2026-02-26 22:08:00,2026-02-28 04:08:00,Ticketing / Refund,Resolved,Medium,Email,30,48,N,N
CASE002117,20260226,ST011,2026-02-26 06:36:00,2026-02-27 13:36:00,Information Request,Resolved,Medium,Web Form,31,24,Y,N
CASE002118,20260227,ST003,2026-02-27 11:43:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE002119,20260227,ST004,2026-02-27 09:16:00,2026-02-27 18:16:00,Ticketing / Refund,Resolved,Medium,Station Desk,9,48,N,Y
CASE002120,20260227,ST003,2026-02-27 20:10:00,,Accessibility Assistance,Open,Low,Web Form,,12,N,N
CASE002121,20260228,ST012,2026-02-28 22:50:00,2026-03-01 10:50:00,Ticketing / Refund,Resolved,Low,Station Desk,12,48,N,Y
CASE002122,20260228,ST002,2026-02-28 09:47:00,2026-03-01 18:47:00,Lost Property,Resolved,Medium,Web Form,33,72,N,N
CASE002123,20260228,ST016,2026-02-28 09:31:00,,Delay Compensation,Pending Customer,Medium,Station Desk,,96,N,Y
CASE002124,20260228,ST002,2026-02-28 13:07:00,2026-03-01 17:07:00,Lost Property,Resolved,Low,Web Form,28,72,N,Y
CASE002125,20260228,ST003,2026-02-28 19:14:00,,Information Request,Open,Medium,Station Desk,,24,N,N
CASE002126,20260301,ST014,2026-03-01 06:01:00,2026-03-01 23:01:00,Information Request,Resolved,Low,Mobile App,17,24,N,N
CASE002127,20260301,ST002,2026-03-01 07:55:00,2026-03-01 18:55:00,Accessibility Assistance,Resolved,Medium,Station Desk,11,12,N,N
CASE002128,20260301,ST004,2026-03-01 19:44:00,2026-03-02 09:44:00,Accessibility Assistance,Resolved,Medium,Contact Centre,14,12,Y,N
CASE002129,20260301,ST006,2026-03-01 10:53:00,2026-03-05 03:53:00,Delay Compensation,Resolved,Medium,Mobile App,89,96,N,N
CASE002130,20260301,ST010,2026-03-01 18:30:00,2026-03-02 02:30:00,Accessibility Assistance,Resolved,High,Web Form,8,12,N,Y
CASE002131,20260301,ST002,2026-03-01 11:38:00,2026-03-06 14:38:00,Service Disruption Complaint,Resolved,High,Station Desk,123,72,Y,Y
CASE002132,20260302,ST015,2026-03-02 21:19:00,2026-03-07 05:19:00,Delay Compensation,Resolved,Medium,Contact Centre,104,96,Y,N
CASE002133,20260302,ST002,2026-03-02 17:31:00,2026-03-03 16:31:00,Ticketing / Refund,Resolved,High,Contact Centre,23,48,N,N
CASE002134,20260302,ST010,2026-03-02 14:29:00,2026-03-05 08:29:00,Ticketing / Refund,Resolved,High,Email,66,48,Y,N
CASE002135,20260302,ST014,2026-03-02 22:22:00,,Delay Compensation,Open,Medium,Email,,96,N,Y
CASE002136,20260302,ST001,2026-03-02 12:26:00,2026-03-03 07:26:00,Accessibility Assistance,Resolved,High,Mobile App,19,12,Y,N
CASE002137,20260302,ST006,2026-03-02 12:52:00,2026-03-03 14:52:00,Cleanliness Complaint,Resolved,High,Email,26,36,N,Y
CASE002138,20260302,ST009,2026-03-02 15:26:00,2026-03-05 22:26:00,Staff Conduct,Resolved,Medium,Email,79,72,Y,Y
CASE002139,20260302,ST003,2026-03-02 18:20:00,2026-03-03 01:20:00,Accessibility Assistance,Resolved,Medium,Contact Centre,7,12,N,Y
CASE002140,20260303,ST002,2026-03-03 22:16:00,2026-03-05 11:16:00,Ticketing / Refund,Resolved,Medium,Contact Centre,37,48,N,N
CASE002141,20260303,ST003,2026-03-03 12:42:00,2026-03-03 17:42:00,Service Disruption Complaint,Resolved,High,Contact Centre,5,72,N,N
CASE002142,20260303,ST005,2026-03-03 11:44:00,2026-03-05 01:44:00,Information Request,Resolved,Low,Email,38,24,Y,N
CASE002143,20260303,ST013,2026-03-03 08:08:00,,Ticketing / Refund,Pending Customer,Medium,Email,,48,N,N
CASE002144,20260303,ST005,2026-03-03 10:50:00,2026-03-05 06:50:00,Ticketing / Refund,Resolved,High,Station Desk,44,48,N,N
CASE002145,20260304,ST008,2026-03-04 22:19:00,2026-03-10 20:19:00,Ticketing / Refund,Resolved,Low,Mobile App,142,48,Y,N
CASE002146,20260304,ST006,2026-03-04 09:37:00,,Accessibility Assistance,Escalated,Medium,Station Desk,,12,N,N
CASE002147,20260304,ST002,2026-03-04 07:15:00,,Ticketing / Refund,Escalated,Low,Mobile App,,48,N,N
CASE002148,20260304,ST013,2026-03-04 22:53:00,,Information Request,Escalated,High,Email,,24,N,N
CASE002149,20260304,ST008,2026-03-04 07:05:00,2026-03-10 07:05:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,144,72,Y,Y
CASE002150,20260304,ST002,2026-03-04 08:02:00,2026-03-05 21:02:00,Service Disruption Complaint,Resolved,Medium,Email,37,72,N,N
CASE002151,20260304,ST006,2026-03-04 07:03:00,2026-03-08 00:03:00,Delay Compensation,Resolved,Medium,Web Form,89,96,N,N
CASE002152,20260305,ST004,2026-03-05 21:29:00,2026-03-10 03:29:00,Service Disruption Complaint,Resolved,High,Mobile App,102,72,Y,N
CASE002153,20260305,ST006,2026-03-05 21:45:00,2026-03-07 01:45:00,Service Disruption Complaint,Resolved,Medium,Web Form,28,72,N,N
CASE002154,20260305,ST002,2026-03-05 13:52:00,,Lost Property,Open,Low,Mobile App,,72,N,N
CASE002155,20260305,ST010,2026-03-05 15:33:00,,Information Request,Escalated,Medium,Station Desk,,24,N,N
CASE002156,20260305,ST012,2026-03-05 09:28:00,,Lost Property,Pending Customer,Medium,Mobile App,,72,N,N
CASE002157,20260306,ST015,2026-03-06 19:10:00,2026-03-10 12:10:00,Ticketing / Refund,Resolved,Medium,Contact Centre,89,48,Y,Y
CASE002158,20260306,ST003,2026-03-06 15:52:00,2026-03-09 19:52:00,Staff Conduct,Resolved,Low,Contact Centre,76,72,Y,N
CASE002159,20260306,ST014,2026-03-06 11:48:00,,Accessibility Assistance,Escalated,Medium,Contact Centre,,12,N,N
CASE002160,20260306,ST004,2026-03-06 19:53:00,,Accessibility Assistance,Open,High,Email,,12,N,N
CASE002161,20260306,ST003,2026-03-06 22:44:00,,Accessibility Assistance,Escalated,Urgent,Station Desk,,12,N,Y
CASE002162,20260306,ST001,2026-03-06 16:45:00,2026-03-08 06:45:00,Ticketing / Refund,Resolved,Low,Web Form,38,48,N,N
CASE002163,20260306,ST010,2026-03-06 08:51:00,2026-03-06 11:51:00,Accessibility Assistance,Resolved,Low,Contact Centre,3,12,N,Y
CASE002164,20260306,ST010,2026-03-06 08:57:00,2026-03-06 15:57:00,Accessibility Assistance,Resolved,Low,Email,7,12,N,N
CASE002165,20260307,ST006,2026-03-07 15:51:00,2026-03-07 20:51:00,Staff Conduct,Resolved,Medium,Web Form,5,72,N,N
CASE002166,20260307,ST002,2026-03-07 18:12:00,2026-03-08 18:12:00,Information Request,Resolved,High,Web Form,24,24,N,N
CASE002167,20260307,ST001,2026-03-07 14:16:00,2026-03-10 15:16:00,Lost Property,Resolved,Medium,Mobile App,73,72,Y,Y
CASE002168,20260308,ST001,2026-03-08 21:41:00,2026-03-12 06:41:00,Delay Compensation,Resolved,Urgent,Email,81,96,N,N
CASE002169,20260308,ST010,2026-03-08 20:07:00,2026-03-10 00:07:00,Lost Property,Resolved,Medium,Email,28,72,N,N
CASE002170,20260308,ST001,2026-03-08 12:58:00,2026-03-09 03:58:00,Information Request,Resolved,High,Contact Centre,15,24,N,Y
CASE002171,20260308,ST014,2026-03-08 12:18:00,,Service Disruption Complaint,Open,Low,Station Desk,,72,N,N
CASE002172,20260309,ST003,2026-03-09 20:17:00,,Delay Compensation,Escalated,Low,Contact Centre,,96,N,N
CASE002173,20260309,ST007,2026-03-09 09:56:00,2026-03-13 18:56:00,Service Disruption Complaint,Resolved,Low,Mobile App,105,72,Y,Y
CASE002174,20260309,ST002,2026-03-09 18:28:00,2026-03-11 11:28:00,Ticketing / Refund,Resolved,Medium,Email,41,48,N,N
CASE002175,20260309,ST006,2026-03-09 22:48:00,,Ticketing / Refund,Open,Medium,Web Form,,48,N,N
CASE002176,20260310,ST010,2026-03-10 16:40:00,2026-03-11 07:40:00,Information Request,Resolved,Medium,Email,15,24,N,N
CASE002177,20260310,ST014,2026-03-10 15:50:00,2026-03-11 02:50:00,Accessibility Assistance,Resolved,Low,Mobile App,11,12,N,Y
CASE002178,20260310,ST014,2026-03-10 16:33:00,2026-03-12 01:33:00,Ticketing / Refund,Resolved,Medium,Station Desk,33,48,N,N
CASE002179,20260310,ST007,2026-03-10 09:49:00,2026-03-13 02:49:00,Service Disruption Complaint,Resolved,High,Web Form,65,72,N,Y
CASE002180,20260310,ST003,2026-03-10 11:41:00,,Service Disruption Complaint,Escalated,High,Station Desk,,72,N,N
CASE002181,20260311,ST013,2026-03-11 17:23:00,2026-03-12 05:23:00,Accessibility Assistance,Resolved,Medium,Mobile App,12,12,N,N
CASE002182,20260311,ST010,2026-03-11 22:44:00,2026-03-12 04:44:00,Accessibility Assistance,Resolved,Medium,Email,6,12,N,Y
CASE002183,20260311,ST015,2026-03-11 10:04:00,2026-03-13 02:04:00,Delay Compensation,Resolved,High,Email,40,96,N,N
CASE002184,20260312,ST010,2026-03-12 09:17:00,2026-03-15 09:17:00,Staff Conduct,Resolved,Medium,Station Desk,72,72,N,N
CASE002185,20260312,ST001,2026-03-12 22:48:00,,Lost Property,Open,High,Contact Centre,,72,N,N
CASE002186,20260312,ST012,2026-03-12 22:33:00,2026-03-13 07:33:00,Accessibility Assistance,Resolved,Medium,Web Form,9,12,N,N
CASE002187,20260313,ST004,2026-03-13 21:31:00,2026-03-17 08:31:00,Lost Property,Resolved,High,Email,83,72,Y,N
CASE002188,20260313,ST009,2026-03-13 08:35:00,2026-03-15 01:35:00,Cleanliness Complaint,Resolved,Medium,Email,41,36,Y,Y
CASE002189,20260313,ST003,2026-03-13 10:35:00,2026-03-14 09:35:00,Information Request,Resolved,High,Email,23,24,N,N
CASE002190,20260313,ST006,2026-03-13 12:36:00,2026-03-15 05:36:00,Lost Property,Resolved,Medium,Mobile App,41,72,N,N
CASE002191,20260313,ST010,2026-03-13 20:56:00,2026-03-13 21:56:00,Ticketing / Refund,Resolved,Low,Contact Centre,1,48,N,N
CASE002192,20260313,ST008,2026-03-13 20:36:00,2026-03-14 03:36:00,Delay Compensation,Resolved,Medium,Mobile App,7,96,N,Y
CASE002193,20260313,ST010,2026-03-13 07:29:00,2026-03-13 20:29:00,Information Request,Resolved,Medium,Web Form,13,24,N,Y
CASE002194,20260313,ST002,2026-03-13 14:06:00,,Service Disruption Complaint,Escalated,Low,Web Form,,72,N,N
CASE002195,20260314,ST011,2026-03-14 14:35:00,2026-03-18 16:35:00,Accessibility Assistance,Resolved,Low,Mobile App,98,12,Y,N
CASE002196,20260314,ST015,2026-03-14 10:18:00,2026-03-22 21:18:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,203,36,Y,Y
CASE002197,20260314,ST001,2026-03-14 19:52:00,2026-03-20 08:52:00,Delay Compensation,Resolved,Low,Mobile App,133,96,Y,N
CASE002198,20260314,ST003,2026-03-14 20:06:00,2026-03-19 04:06:00,Service Disruption Complaint,Resolved,Urgent,Email,104,72,Y,N
CASE002199,20260314,ST004,2026-03-14 16:02:00,2026-03-15 03:02:00,Accessibility Assistance,Resolved,Medium,Web Form,11,12,N,Y
CASE002200,20260314,ST009,2026-03-14 11:15:00,2026-03-16 20:15:00,Ticketing / Refund,Resolved,Medium,Mobile App,57,48,Y,N
CASE002201,20260315,ST005,2026-03-15 15:27:00,2026-03-18 09:27:00,Staff Conduct,Resolved,Medium,Contact Centre,66,72,N,N
CASE002202,20260315,ST016,2026-03-15 09:52:00,2026-03-18 20:52:00,Ticketing / Refund,Resolved,High,Contact Centre,83,48,Y,N
CASE002203,20260315,ST013,2026-03-15 16:37:00,2026-03-17 17:37:00,Ticketing / Refund,Resolved,Low,Station Desk,49,48,Y,Y
CASE002204,20260315,ST010,2026-03-15 08:12:00,2026-03-19 06:12:00,Staff Conduct,Resolved,Medium,Web Form,94,72,Y,N
CASE002205,20260315,ST007,2026-03-15 18:17:00,,Delay Compensation,Escalated,High,Web Form,,96,N,Y
CASE002206,20260315,ST012,2026-03-15 22:17:00,2026-03-18 03:17:00,Lost Property,Resolved,High,Contact Centre,53,72,N,Y
CASE002207,20260316,ST012,2026-03-16 08:18:00,2026-03-16 18:18:00,Information Request,Resolved,Medium,Web Form,10,24,N,N
CASE002208,20260316,ST003,2026-03-16 10:37:00,2026-03-16 23:37:00,Ticketing / Refund,Resolved,High,Station Desk,13,48,N,N
CASE002209,20260316,ST004,2026-03-16 10:03:00,2026-03-18 09:03:00,Ticketing / Refund,Resolved,Medium,Mobile App,47,48,N,N
CASE002210,20260316,ST015,2026-03-16 07:56:00,2026-03-21 11:56:00,Ticketing / Refund,Resolved,Low,Contact Centre,124,48,Y,N
CASE002211,20260316,ST016,2026-03-16 15:15:00,2026-03-16 16:15:00,Lost Property,Resolved,Medium,Web Form,1,72,N,N
CASE002212,20260316,ST003,2026-03-16 22:10:00,2026-03-17 06:10:00,Accessibility Assistance,Resolved,Medium,Web Form,8,12,N,N
CASE002213,20260316,ST004,2026-03-16 08:25:00,2026-03-16 09:25:00,Delay Compensation,Resolved,Low,Email,1,96,N,N
CASE002214,20260316,ST013,2026-03-16 11:17:00,2026-03-18 08:17:00,Information Request,Resolved,High,Contact Centre,45,24,Y,N
CASE002215,20260316,ST009,2026-03-16 10:24:00,2026-03-17 07:24:00,Information Request,Resolved,Medium,Contact Centre,21,24,N,N
CASE002216,20260317,ST013,2026-03-17 08:06:00,2026-03-21 02:06:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,90,72,Y,N
CASE002217,20260317,ST016,2026-03-17 18:34:00,2026-03-19 05:34:00,Cleanliness Complaint,Resolved,Medium,Web Form,35,36,N,N
CASE002218,20260317,ST010,2026-03-17 12:10:00,,Information Request,Pending Customer,Medium,Station Desk,,24,N,N
CASE002219,20260317,ST008,2026-03-17 18:10:00,2026-03-18 14:10:00,Accessibility Assistance,Resolved,High,Email,20,12,Y,Y
CASE002220,20260317,ST007,2026-03-17 13:32:00,2026-03-18 04:32:00,Accessibility Assistance,Resolved,Medium,Email,15,12,Y,N
