incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC001567,20260223,ST015,IT011,2026-02-23 23:56:00,2026-02-24 00:34:00,2026-02-24 21:55:00,Resolved,Moderate,38,1319,Y,Y,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC001568,20260223,ST009,IT007,2026-02-23 22:28:00,2026-02-23 22:30:00,2026-02-24 09:29:00,Resolved,Moderate,2,661,N,Y,Passenger Help Point,staffed gate line,reported by service controller,N
INC001569,20260223,ST014,IT008,2026-02-23 21:16:00,2026-02-23 21:26:00,2026-02-24 01:13:00,Resolved,Critical,10,237,N,N,Passenger Help Point,northbound platform,passenger assistance team notified,N
INC001570,20260224,ST012,IT011,2026-02-24 11:25:00,2026-02-24 11:26:00,2026-02-24 14:15:00,Resolved,Critical,1,170,N,N,Supervisor Walkthrough,lift lobby,requires facilities follow-up,Y
INC001571,20260224,ST005,IT011,2026-02-24 06:02:00,2026-02-24 06:09:00,2026-02-24 21:50:00,Resolved,Moderate,7,948,N,Y,Mobile Radio,main concourse,repeat complaint from morning peak,N
INC001572,20260224,ST011,IT006,2026-02-24 17:29:00,2026-02-24 17:52:00,2026-02-24 17:49:00,Resolved,Moderate,23,20,Y,N,Control Room,northbound platform,requires facilities follow-up,N
INC001573,20260224,ST003,IT009,2026-02-24 11:21:00,2026-02-24 11:41:00,2026-02-25 04:56:00,Resolved,Moderate,20,1055,N,Y,Control Room,lift lobby,seen in previous two weeks,N
INC001574,20260224,ST014,IT003,2026-02-24 22:04:00,2026-02-24 22:07:00,2026-02-25 01:54:00,Resolved,Moderate,3,230,N,N,Station Desk,customer help point,reported by service controller,Y
INC001575,20260224,ST015,IT005,2026-02-24 05:14:00,2026-02-24 05:25:00,2026-02-25 06:49:00,Resolved,Moderate,11,1535,N,Y,Station Desk,staffed gate line,seen in previous two weeks,N
INC001576,20260224,ST010,IT011,2026-02-24 19:56:00,2026-02-24 20:04:00,2026-02-25 04:46:00,Resolved,Major,8,530,N,Y,Control Room,northbound platform,reported by service controller,N
INC001577,20260224,ST006,IT005,2026-02-24 19:24:00,2026-02-24 19:59:00,2026-02-25 18:21:00,Resolved,Major,35,1377,Y,N,Mobile Radio,customer help point,manual log entry from station desk,Y
INC001578,20260224,ST013,IT010,2026-02-24 15:03:00,2026-02-24 15:33:00,2026-02-25 23:06:00,Resolved,Minor,30,1923,N,Y,Station Desk,northbound platform,repeat complaint from morning peak,N
INC001579,20260225,ST009,IT005,2026-02-25 05:29:00,2026-02-25 05:43:00,2026-02-25 23:28:00,Resolved,Major,14,1079,N,N,Mobile Radio,bus interchange,temporary signage installed,N
INC001580,20260225,ST008,IT006,2026-02-25 11:47:00,2026-02-25 12:07:00,2026-02-25 13:14:00,Resolved,Moderate,20,87,N,N,Station Desk,staffed gate line,linked to crowd control plan,Y
INC001581,20260225,ST007,IT003,2026-02-25 05:23:00,2026-02-25 05:24:00,2026-02-25 09:39:00,Resolved,Moderate,1,256,N,N,Station Desk,bus interchange,repeat complaint from morning peak,N
INC001582,20260226,ST002,IT007,2026-02-26 05:48:00,2026-02-26 07:13:00,2026-02-26 06:31:00,Resolved,Moderate,85,43,Y,N,Supervisor Walkthrough,bus interchange,requires facilities follow-up,N
INC001583,20260226,ST004,IT003,2026-02-26 08:08:00,2026-02-26 08:17:00,2026-02-26 13:11:00,Resolved,Major,9,303,N,N,Supervisor Walkthrough,customer help point,temporary signage installed,N
INC001584,20260226,ST001,IT002,2026-02-26 21:36:00,2026-02-26 21:45:00,2026-02-27 02:27:00,Resolved,Critical,9,291,Y,Y,Station Desk,staffed gate line,temporary signage installed,N
INC001585,20260226,ST001,IT006,2026-02-26 16:01:00,2026-02-26 16:19:00,2026-02-26 23:55:00,Resolved,Minor,18,474,N,N,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC001586,20260226,ST013,IT010,2026-02-26 13:19:00,2026-02-26 14:35:00,2026-02-27 15:16:00,Resolved,Major,76,1557,Y,Y,Mobile Radio,lift lobby,passenger assistance team notified,N
INC001587,20260226,ST010,IT011,2026-02-26 12:43:00,2026-02-26 13:20:00,2026-02-26 18:34:00,Resolved,Moderate,37,351,Y,N,Passenger Help Point,northbound platform,temporary signage installed,Y
INC001588,20260226,ST002,IT011,2026-02-26 10:15:00,2026-02-26 10:43:00,2026-02-26 18:08:00,Resolved,Moderate,28,473,Y,N,Supervisor Walkthrough,main concourse,repeat complaint from morning peak,N
INC001589,20260226,ST006,IT003,2026-02-26 08:56:00,2026-02-26 09:07:00,2026-02-26 11:07:00,Resolved,Minor,11,131,Y,N,Passenger Help Point,staffed gate line,manual log entry from station desk,N
INC001590,20260226,ST003,IT008,2026-02-26 12:59:00,2026-02-26 13:15:00,2026-02-26 13:19:00,Resolved,Moderate,16,20,Y,N,Supervisor Walkthrough,platform stairs,linked to crowd control plan,N
INC001591,20260227,ST007,IT011,2026-02-27 14:30:00,2026-02-27 15:08:00,2026-02-27 21:39:00,Resolved,Moderate,38,429,Y,N,Passenger Help Point,main concourse,temporary signage installed,N
INC001592,20260227,ST006,IT009,2026-02-27 13:23:00,2026-02-27 13:43:00,2026-02-28 16:21:00,Resolved,Moderate,20,1618,N,Y,Passenger Help Point,bus interchange,reported by service controller,Y
INC001593,20260227,ST013,IT001,2026-02-27 09:40:00,2026-02-27 09:50:00,2026-02-27 15:25:00,Resolved,Moderate,10,345,N,Y,Passenger Help Point,main concourse,repeat complaint from morning peak,N
INC001594,20260227,ST015,IT003,2026-02-27 09:06:00,2026-02-27 09:21:00,2026-02-28 09:53:00,Resolved,Moderate,15,1487,Y,Y,Passenger Help Point,bus interchange,repeat complaint from morning peak,N
INC001595,20260228,ST002,IT007,2026-02-28 07:03:00,2026-02-28 07:24:00,2026-02-28 09:22:00,Resolved,Major,21,139,Y,N,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC001596,20260301,ST016,IT009,2026-03-01 07:33:00,2026-03-01 07:49:00,,In Progress,Moderate,16,,N,N,Supervisor Walkthrough,bus interchange,reported by service controller,N
INC001597,20260301,ST001,IT006,2026-03-01 12:46:00,2026-03-01 14:09:00,2026-03-01 16:05:00,Resolved,Moderate,83,199,Y,N,Station Desk,northbound platform,requires facilities follow-up,N
INC001598,20260302,ST009,IT007,2026-03-02 19:47:00,2026-03-02 20:05:00,2026-03-03 01:12:00,Resolved,Major,18,325,Y,Y,Station Desk,main concourse,temporary signage installed,Y
INC001599,20260302,ST005,IT006,2026-03-02 11:15:00,2026-03-02 11:52:00,2026-03-03 08:15:00,Resolved,Moderate,37,1260,Y,Y,Passenger Help Point,customer help point,passenger assistance team notified,N
INC001600,20260302,ST008,IT001,2026-03-02 08:55:00,2026-03-02 10:00:00,2026-03-02 14:21:00,Resolved,Major,65,326,Y,Y,Passenger Help Point,ticket hall,manual log entry from station desk,N
INC001601,20260303,ST013,IT010,2026-03-03 16:51:00,2026-03-03 17:44:00,2026-03-03 17:11:00,Resolved,Major,53,20,Y,N,Station Desk,lift lobby,seen in previous two weeks,N
INC001602,20260303,ST008,IT001,2026-03-03 06:45:00,2026-03-03 07:05:00,2026-03-03 10:16:00,Resolved,Major,20,211,Y,N,Supervisor Walkthrough,platform stairs,seen in previous two weeks,N
INC001603,20260303,ST001,IT003,2026-03-03 19:40:00,2026-03-03 20:57:00,2026-03-04 07:51:00,Resolved,Major,77,731,Y,Y,Passenger Help Point,platform stairs,temporary signage installed,N
INC001604,20260304,ST001,IT003,2026-03-04 23:16:00,2026-03-04 23:21:00,2026-03-06 08:48:00,Resolved,Major,5,2012,N,Y,Mobile Radio,northbound platform,repeat complaint from morning peak,Y
INC001605,20260304,ST009,IT010,2026-03-04 08:50:00,2026-03-04 09:43:00,2026-03-05 07:02:00,Resolved,Minor,53,1332,Y,N,Station Desk,main concourse,requires facilities follow-up,N
INC001606,20260304,ST011,IT004,2026-03-04 07:51:00,2026-03-04 07:58:00,2026-03-04 12:44:00,Resolved,Major,7,293,Y,Y,Supervisor Walkthrough,bus interchange,passenger assistance team notified,N
INC001607,20260304,ST013,IT008,2026-03-04 10:16:00,2026-03-04 10:49:00,2026-03-04 10:36:00,Resolved,Major,33,20,Y,N,Passenger Help Point,customer help point,repeat complaint from morning peak,N
INC001608,20260304,ST001,IT003,2026-03-04 15:53:00,2026-03-04 15:58:00,2026-03-04 17:39:00,Resolved,Critical,5,106,N,N,Control Room,bus interchange,reported by service controller,Y
INC001609,20260305,ST001,IT012,2026-03-05 18:46:00,2026-03-05 19:00:00,2026-03-05 23:38:00,Resolved,Moderate,14,292,N,N,Passenger Help Point,lift lobby,repeat complaint from morning peak,N
INC001610,20260305,ST007,IT006,2026-03-05 19:33:00,2026-03-05 19:49:00,2026-03-07 06:21:00,Resolved,Major,16,2088,N,Y,Control Room,northbound platform,reported by service controller,N
INC001611,20260305,ST004,IT001,2026-03-05 21:47:00,2026-03-05 21:48:00,,In Progress,Critical,1,,N,N,Control Room,ticket hall,repeat complaint from morning peak,Y
INC001612,20260305,ST007,IT006,2026-03-05 15:34:00,2026-03-05 15:46:00,2026-03-05 15:54:00,Resolved,Moderate,12,20,N,N,Passenger Help Point,bus interchange,requires facilities follow-up,N
INC001613,20260305,ST008,IT009,2026-03-05 08:59:00,2026-03-05 09:18:00,2026-03-06 10:20:00,Resolved,Critical,19,1521,N,Y,Station Desk,ticket hall,manual log entry from station desk,N
INC001614,20260306,ST006,IT003,2026-03-06 08:34:00,2026-03-06 08:55:00,2026-03-06 13:45:00,Resolved,Critical,21,311,Y,N,Control Room,ticket hall,repeat complaint from morning peak,N
INC001615,20260307,ST015,IT009,2026-03-07 08:35:00,2026-03-07 09:01:00,2026-03-08 08:35:00,Resolved,Moderate,26,1440,Y,Y,Supervisor Walkthrough,platform stairs,temporary signage installed,N
INC001616,20260307,ST001,IT006,2026-03-07 15:58:00,2026-03-07 15:59:00,2026-03-08 07:46:00,Resolved,Major,1,948,N,N,Passenger Help Point,main concourse,seen in previous two weeks,N
INC001617,20260308,ST010,IT007,2026-03-08 07:09:00,2026-03-08 07:10:00,2026-03-08 17:29:00,Resolved,Moderate,1,620,N,Y,Station Desk,customer help point,manual log entry from station desk,N
INC001618,20260308,ST004,IT005,2026-03-08 19:41:00,2026-03-08 19:58:00,2026-03-09 13:54:00,Resolved,Critical,17,1093,N,N,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC001619,20260309,ST010,IT011,2026-03-09 19:17:00,2026-03-09 19:21:00,2026-03-09 20:34:00,Resolved,Moderate,4,77,N,N,Passenger Help Point,main concourse,seen in previous two weeks,Y
INC001620,20260310,ST006,IT012,2026-03-10 09:30:00,2026-03-10 09:41:00,2026-03-10 09:50:00,Resolved,Major,11,20,N,N,Control Room,platform stairs,reported by service controller,N
INC001621,20260310,ST008,IT011,2026-03-10 09:07:00,2026-03-10 09:22:00,,In Progress,Moderate,15,,N,N,Supervisor Walkthrough,customer help point,seen in previous two weeks,N
INC001622,20260310,ST002,IT010,2026-03-10 07:05:00,2026-03-10 07:59:00,2026-03-11 02:15:00,Resolved,Minor,54,1150,Y,N,Mobile Radio,northbound platform,temporary signage installed,N
INC001623,20260310,ST009,IT012,2026-03-10 12:13:00,2026-03-10 12:26:00,2026-03-11 04:57:00,Resolved,Moderate,13,1004,N,Y,Station Desk,customer help point,temporary signage installed,N
INC001624,20260310,ST010,IT010,2026-03-10 22:54:00,2026-03-10 23:55:00,,Open,Minor,61,,Y,N,Station Desk,staffed gate line,requires facilities follow-up,Y
INC001625,20260311,ST009,IT004,2026-03-11 15:13:00,2026-03-11 15:30:00,2026-03-11 18:21:00,Resolved,Minor,17,188,Y,Y,Passenger Help Point,northbound platform,manual log entry from station desk,N
INC001626,20260311,ST013,IT002,2026-03-11 12:23:00,2026-03-11 12:29:00,2026-03-11 12:43:00,Resolved,Critical,6,20,N,N,Mobile Radio,platform stairs,repeat complaint from morning peak,N
INC001627,20260311,ST007,IT008,2026-03-11 09:03:00,2026-03-11 09:20:00,2026-03-11 15:13:00,Resolved,Major,17,370,Y,Y,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC001628,20260311,ST012,IT006,2026-03-11 10:04:00,2026-03-11 10:21:00,2026-03-12 11:44:00,Resolved,Moderate,17,1540,N,Y,Supervisor Walkthrough,lift lobby,passenger assistance team notified,N
INC001629,20260312,ST012,IT006,2026-03-12 14:23:00,2026-03-12 14:58:00,2026-03-12 14:43:00,Resolved,Critical,35,20,Y,N,Control Room,ticket hall,repeat complaint from morning peak,N
INC001630,20260312,ST010,IT007,2026-03-12 06:29:00,2026-03-12 06:50:00,2026-03-12 07:45:00,Resolved,Moderate,21,76,Y,N,Station Desk,lift lobby,linked to crowd control plan,N
INC001631,20260312,ST005,IT005,2026-03-12 09:45:00,2026-03-12 10:43:00,,Open,Minor,58,,Y,N,Control Room,customer help point,seen in previous two weeks,N
INC001632,20260312,ST008,IT009,2026-03-12 08:43:00,2026-03-12 09:04:00,2026-03-13 07:34:00,Resolved,Major,21,1371,N,Y,Control Room,staffed gate line,seen in previous two weeks,N
INC001633,20260312,ST005,IT008,2026-03-12 13:14:00,2026-03-12 13:29:00,2026-03-12 13:34:00,Resolved,Moderate,15,20,Y,N,Supervisor Walkthrough,northbound platform,passenger assistance team notified,Y
INC001634,20260312,ST006,IT010,2026-03-12 15:42:00,2026-03-12 16:05:00,2026-03-13 13:20:00,Resolved,Major,23,1298,N,N,Station Desk,main concourse,repeat complaint from morning peak,N
INC001635,20260312,ST013,IT001,2026-03-12 14:26:00,2026-03-12 14:39:00,,Open,Moderate,13,,Y,N,Station Desk,lift lobby,passenger assistance team notified,Y
INC001636,20260312,ST014,IT003,2026-03-12 12:26:00,2026-03-12 12:38:00,2026-03-12 21:01:00,Resolved,Moderate,12,515,Y,Y,Station Desk,ticket hall,linked to crowd control plan,Y
INC001637,20260312,ST006,IT005,2026-03-12 17:38:00,2026-03-12 17:54:00,2026-03-12 17:58:00,Resolved,Critical,16,20,N,N,Passenger Help Point,lift lobby,linked to crowd control plan,Y
INC001638,20260313,ST002,IT012,2026-03-13 20:42:00,2026-03-13 20:53:00,,In Progress,Moderate,11,,N,N,Control Room,platform stairs,reported by service controller,N
INC001639,20260313,ST006,IT005,2026-03-13 21:03:00,2026-03-13 22:06:00,2026-03-15 17:26:00,Resolved,Moderate,63,2663,Y,Y,Passenger Help Point,main concourse,temporary signage installed,N
INC001640,20260313,ST015,IT007,2026-03-13 12:51:00,2026-03-13 13:10:00,2026-03-13 16:45:00,Resolved,Moderate,19,234,Y,Y,Passenger Help Point,main concourse,passenger assistance team notified,N
INC001641,20260313,ST011,IT005,2026-03-13 18:15:00,2026-03-13 18:53:00,2026-03-14 20:56:00,Resolved,Moderate,38,1601,Y,Y,Passenger Help Point,customer help point,linked to crowd control plan,N
INC001642,20260313,ST004,IT001,2026-03-13 08:14:00,2026-03-13 08:56:00,2026-03-13 12:52:00,Resolved,Moderate,42,278,Y,Y,Supervisor Walkthrough,customer help point,seen in previous two weeks,N
INC001643,20260313,ST002,IT003,2026-03-13 19:27:00,2026-03-13 19:35:00,2026-03-14 17:55:00,Resolved,Moderate,8,1348,N,Y,Station Desk,ticket hall,seen in previous two weeks,N
INC001644,20260314,ST002,IT001,2026-03-14 16:50:00,2026-03-14 16:57:00,2026-03-15 01:41:00,Resolved,Major,7,531,N,Y,Control Room,ticket hall,requires facilities follow-up,N
INC001645,20260314,ST005,IT006,2026-03-14 15:53:00,2026-03-14 16:04:00,,Open,Moderate,11,,N,N,Mobile Radio,northbound platform,reported by service controller,N
INC001646,20260315,ST008,IT007,2026-03-15 15:22:00,2026-03-15 15:33:00,2026-03-15 15:46:00,Resolved,Major,11,24,N,N,Station Desk,northbound platform,repeat complaint from morning peak,N
INC001647,20260316,ST013,IT010,2026-03-16 23:37:00,2026-03-16 23:59:00,2026-03-18 02:00:00,Resolved,Moderate,22,1583,N,Y,Station Desk,staffed gate line,seen in previous two weeks,N
INC001648,20260317,ST013,IT003,2026-03-17 15:42:00,2026-03-17 15:47:00,2026-03-17 16:02:00,Resolved,Moderate,5,20,N,N,Station Desk,staffed gate line,repeat complaint from morning peak,N
INC001649,20260318,ST002,IT009,2026-03-18 20:46:00,2026-03-18 22:08:00,2026-03-20 00:02:00,Resolved,Moderate,82,1636,Y,Y,Passenger Help Point,lift lobby,reported by service controller,N
INC001650,20260318,ST015,IT003,2026-03-18 07:22:00,2026-03-18 07:36:00,2026-03-18 07:54:00,Resolved,Moderate,14,32,Y,N,Passenger Help Point,customer help point,passenger assistance team notified,N
INC001651,20260318,ST015,IT007,2026-03-18 17:39:00,2026-03-18 17:56:00,2026-03-18 22:32:00,Resolved,Major,17,293,Y,Y,Supervisor Walkthrough,lift lobby,reported by service controller,N
INC001652,20260319,ST003,IT005,2026-03-19 17:58:00,2026-03-19 18:34:00,2026-03-19 18:18:00,Resolved,Moderate,36,20,Y,N,Supervisor Walkthrough,northbound platform,linked to crowd control plan,N
INC001653,20260319,ST012,IT005,2026-03-19 07:58:00,2026-03-19 08:31:00,,In Progress,Moderate,33,,Y,N,Mobile Radio,customer help point,repeat complaint from morning peak,N
INC001654,20260319,ST007,IT010,2026-03-19 08:10:00,2026-03-19 09:11:00,2026-03-19 21:34:00,Resolved,Moderate,61,804,Y,N,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC001655,20260320,ST002,IT010,2026-03-20 19:12:00,2026-03-20 20:07:00,2026-03-22 06:29:00,Resolved,Moderate,55,2117,Y,Y,Mobile Radio,northbound platform,linked to crowd control plan,N
INC001656,20260320,ST013,IT006,2026-03-20 18:16:00,2026-03-20 18:22:00,,Open,Major,6,,N,N,Mobile Radio,northbound platform,manual log entry from station desk,N
INC001657,20260320,ST002,IT003,2026-03-20 17:05:00,2026-03-20 17:34:00,2026-03-20 21:54:00,Resolved,Minor,29,289,Y,N,Supervisor Walkthrough,bus interchange,manual log entry from station desk,N
INC001658,20260321,ST012,IT006,2026-03-21 09:43:00,2026-03-21 10:02:00,2026-03-23 07:27:00,Resolved,Moderate,19,2744,N,Y,Station Desk,bus interchange,repeat complaint from morning peak,N
INC001659,20260321,ST001,IT003,2026-03-21 17:01:00,2026-03-21 17:09:00,2026-03-22 21:10:00,Resolved,Moderate,8,1689,N,Y,Station Desk,ticket hall,requires facilities follow-up,N
INC001660,20260322,ST001,IT005,2026-03-22 22:12:00,2026-03-22 23:57:00,2026-03-24 04:13:00,Resolved,Moderate,105,1801,Y,Y,Station Desk,lift lobby,requires facilities follow-up,N
INC001661,20260323,ST016,IT011,2026-03-23 12:39:00,2026-03-23 13:03:00,2026-03-24 06:08:00,Resolved,Major,24,1049,Y,Y,Station Desk,ticket hall,requires facilities follow-up,N
INC001662,20260323,ST004,IT006,2026-03-23 22:50:00,2026-03-23 23:26:00,,In Progress,Moderate,36,,Y,N,Supervisor Walkthrough,lift lobby,manual log entry from station desk,Y
INC001663,20260323,ST005,IT011,2026-03-23 23:12:00,2026-03-23 23:39:00,2026-03-24 05:07:00,Resolved,Minor,27,355,Y,N,Mobile Radio,main concourse,seen in previous two weeks,N
INC001664,20260324,ST003,IT010,2026-03-24 05:16:00,2026-03-24 05:57:00,2026-03-25 01:21:00,Resolved,Moderate,41,1205,N,N,Control Room,bus interchange,repeat complaint from morning peak,N
INC001665,20260324,ST006,IT006,2026-03-24 07:17:00,2026-03-24 07:42:00,2026-03-25 09:18:00,Resolved,Critical,25,1561,Y,Y,Station Desk,northbound platform,manual log entry from station desk,N
INC001666,20260324,ST008,IT009,2026-03-24 14:12:00,2026-03-24 14:33:00,2026-03-24 23:25:00,Resolved,Major,21,553,N,N,Station Desk,lift lobby,repeat complaint from morning peak,Y
INC001667,20260324,ST001,IT003,2026-03-24 22:38:00,2026-03-24 22:51:00,2026-03-25 09:45:00,Resolved,Moderate,13,667,Y,Y,Mobile Radio,main concourse,repeat complaint from morning peak,N
INC001668,20260324,ST002,IT005,2026-03-24 11:27:00,2026-03-24 11:55:00,2026-03-25 04:17:00,Resolved,Critical,28,1010,N,N,Station Desk,lift lobby,passenger assistance team notified,N
INC001669,20260324,ST002,IT011,2026-03-24 23:49:00,2026-03-25 00:07:00,2026-03-25 13:56:00,Resolved,Moderate,18,847,N,Y,Supervisor Walkthrough,ticket hall,linked to crowd control plan,Y
INC001670,20260325,ST012,IT005,2026-03-25 22:08:00,2026-03-25 22:09:00,2026-03-26 13:27:00,Resolved,Moderate,1,919,N,N,Mobile Radio,ticket hall,manual log entry from station desk,N
INC001671,20260325,ST014,IT011,2026-03-25 06:24:00,2026-03-25 06:26:00,,Open,Moderate,2,,N,N,Control Room,staffed gate line,passenger assistance team notified,N
INC001672,20260325,ST010,IT009,2026-03-25 05:45:00,2026-03-25 05:47:00,2026-03-25 14:26:00,Resolved,Major,2,521,N,N,Supervisor Walkthrough,bus interchange,repeat complaint from morning peak,N
INC001673,20260325,ST015,IT012,2026-03-25 07:55:00,2026-03-25 07:56:00,,Escalated,Major,1,,N,N,Passenger Help Point,ticket hall,repeat complaint from morning peak,Y
INC001674,20260325,ST002,IT010,2026-03-25 07:51:00,2026-03-25 09:02:00,2026-03-25 14:35:00,Resolved,Moderate,71,404,Y,N,Passenger Help Point,ticket hall,manual log entry from station desk,N
INC001675,20260326,ST012,IT011,2026-03-26 22:31:00,2026-03-26 23:54:00,2026-03-27 15:44:00,Resolved,Moderate,83,1033,Y,Y,Control Room,bus interchange,requires facilities follow-up,N
INC001676,20260326,ST014,IT005,2026-03-26 20:02:00,2026-03-26 20:20:00,2026-03-28 02:46:00,Resolved,Critical,18,1844,N,Y,Control Room,staffed gate line,requires facilities follow-up,N
INC001677,20260326,ST001,IT011,2026-03-26 10:23:00,2026-03-26 12:14:00,2026-03-27 13:37:00,Resolved,Major,111,1634,Y,Y,Control Room,platform stairs,manual log entry from station desk,N
INC001678,20260326,ST009,IT003,2026-03-26 13:42:00,2026-03-26 13:52:00,2026-03-26 16:30:00,Resolved,Moderate,10,168,N,N,Passenger Help Point,platform stairs,manual log entry from station desk,N
INC001679,20260326,ST012,IT007,2026-03-26 21:39:00,2026-03-26 21:40:00,2026-03-27 00:20:00,Resolved,Moderate,1,161,N,N,Supervisor Walkthrough,staffed gate line,reported by service controller,N
INC001680,20260327,ST010,IT006,2026-03-27 18:10:00,2026-03-27 18:45:00,2026-03-28 07:29:00,Resolved,Major,35,799,Y,N,Passenger Help Point,bus interchange,passenger assistance team notified,N
INC001681,20260327,ST009,IT006,2026-03-27 10:07:00,2026-03-27 10:24:00,,In Progress,Major,17,,N,N,Mobile Radio,customer help point,seen in previous two weeks,N
INC001682,20260327,ST015,IT002,2026-03-27 18:00:00,2026-03-27 18:07:00,2026-03-27 18:46:00,Resolved,Minor,7,46,Y,N,Passenger Help Point,ticket hall,manual log entry from station desk,N
INC001683,20260327,ST005,IT006,2026-03-27 13:35:00,2026-03-27 13:44:00,2026-03-28 22:11:00,Resolved,Moderate,9,1956,N,Y,Mobile Radio,lift lobby,repeat complaint from morning peak,N
INC001684,20260327,ST010,IT006,2026-03-27 07:40:00,2026-03-27 07:54:00,2026-03-27 20:40:00,Resolved,Moderate,14,780,N,N,Control Room,customer help point,reported by service controller,N
INC001685,20260328,ST008,IT002,2026-03-28 16:10:00,2026-03-28 17:26:00,2026-03-29 01:14:00,Resolved,Critical,76,544,Y,Y,Station Desk,lift lobby,manual log entry from station desk,N
INC001686,20260328,ST001,IT012,2026-03-28 08:46:00,2026-03-28 09:03:00,2026-03-28 10:22:00,Resolved,Major,17,96,Y,N,Passenger Help Point,northbound platform,passenger assistance team notified,N
INC001687,20260328,ST009,IT001,2026-03-28 06:31:00,2026-03-28 06:58:00,2026-03-28 08:07:00,Resolved,Moderate,27,96,Y,N,Supervisor Walkthrough,staffed gate line,manual log entry from station desk,N
INC001688,20260329,ST010,IT012,2026-03-29 17:09:00,2026-03-29 18:22:00,2026-03-29 19:12:00,Resolved,Major,73,123,Y,N,Station Desk,ticket hall,requires facilities follow-up,N
INC001689,20260329,ST006,IT001,2026-03-29 09:16:00,2026-03-29 09:28:00,2026-03-29 12:45:00,Resolved,Moderate,12,209,N,N,Control Room,platform stairs,passenger assistance team notified,Y
INC001690,20260330,ST010,IT007,2026-03-30 11:55:00,2026-03-30 12:19:00,2026-03-30 13:24:00,Resolved,Moderate,24,89,Y,N,Control Room,customer help point,requires facilities follow-up,N
INC001691,20260330,ST016,IT005,2026-03-30 21:08:00,2026-03-30 22:42:00,,In Progress,Major,94,,Y,N,Control Room,main concourse,manual log entry from station desk,N
INC001692,20260330,ST008,IT011,2026-03-30 06:55:00,2026-03-30 07:34:00,2026-03-30 18:37:00,Resolved,Major,39,702,Y,Y,Control Room,platform stairs,passenger assistance team notified,N
INC001693,20260330,ST011,IT006,2026-03-30 12:19:00,2026-03-30 12:39:00,2026-03-30 12:39:00,Resolved,Minor,20,20,N,N,Passenger Help Point,lift lobby,repeat complaint from morning peak,N
INC001694,20260330,ST013,IT011,2026-03-30 08:34:00,2026-03-30 08:44:00,2026-03-30 15:25:00,Resolved,Moderate,10,411,N,N,Control Room,platform stairs,manual log entry from station desk,N
INC001695,20260330,ST015,IT006,2026-03-30 16:42:00,2026-03-30 16:59:00,2026-03-31 09:23:00,Resolved,Moderate,17,1001,N,N,Passenger Help Point,staffed gate line,temporary signage installed,N
INC001696,20260330,ST015,IT010,2026-03-30 15:46:00,2026-03-30 17:05:00,2026-03-31 11:52:00,Resolved,Moderate,79,1206,Y,N,Control Room,lift lobby,passenger assistance team notified,N
INC001697,20260330,ST009,IT005,2026-03-30 11:22:00,2026-03-30 11:42:00,2026-03-30 23:41:00,Resolved,Moderate,20,739,N,N,Passenger Help Point,staffed gate line,repeat complaint from morning peak,N
INC001698,20260331,ST002,IT009,2026-03-31 09:27:00,2026-03-31 10:41:00,2026-03-31 19:12:00,Resolved,Moderate,74,585,Y,N,Control Room,main concourse,linked to crowd control plan,N
INC001699,20260331,ST014,IT010,2026-03-31 18:48:00,2026-03-31 19:27:00,2026-04-01 18:56:00,Resolved,Major,39,1448,N,Y,Passenger Help Point,bus interchange,seen in previous two weeks,Y
INC001700,20260331,ST014,IT008,2026-03-31 09:00:00,2026-03-31 09:14:00,2026-03-31 15:53:00,Resolved,Major,14,413,Y,Y,Passenger Help Point,platform stairs,temporary signage installed,N
INC001701,20260401,ST015,IT011,2026-04-01 22:38:00,2026-04-01 22:47:00,2026-04-01 22:58:00,Resolved,Moderate,9,20,N,N,Mobile Radio,platform stairs,temporary signage installed,N
INC001702,20260401,ST002,IT006,2026-04-01 23:45:00,2026-04-01 23:46:00,2026-04-02 00:05:00,Resolved,Moderate,1,20,N,N,Supervisor Walkthrough,lift lobby,requires facilities follow-up,N
INC001703,20260401,ST011,IT012,2026-04-01 23:50:00,2026-04-02 00:07:00,2026-04-02 00:10:00,Resolved,Moderate,17,20,Y,N,Mobile Radio,bus interchange,seen in previous two weeks,N
INC001704,20260401,ST005,IT002,2026-04-01 18:54:00,2026-04-01 19:02:00,2026-04-01 21:38:00,Resolved,Moderate,8,164,Y,Y,Passenger Help Point,ticket hall,requires facilities follow-up,Y
INC001705,20260401,ST014,IT007,2026-04-01 07:22:00,2026-04-01 07:34:00,,In Progress,Moderate,12,,N,N,Passenger Help Point,platform stairs,seen in previous two weeks,N
INC001706,20260401,ST004,IT008,2026-04-01 23:51:00,2026-04-02 00:29:00,2026-04-02 03:59:00,Resolved,Critical,38,248,Y,N,Mobile Radio,main concourse,requires facilities follow-up,N
