response_id,source_type,source_id,station_id,date_key,acknowledged_minutes,dispatch_minutes,site_arrival_minutes,resolution_minutes,sla_breached_flag
RT001281,Incident,INC001281,ST005,20251216,18,35,55,174,Y
RT001282,Incident,INC001282,ST013,20251216,13,22,38,291,Y
RT001283,Incident,INC001283,ST002,20251216,4,8,14,857,Y
RT001284,Incident,INC001284,ST016,20251216,6,9,16,,Y
RT001285,Incident,INC001285,ST005,20251216,1,1,1,343,N
RT001286,Incident,INC001286,ST008,20251216,2,4,5,70,N
RT001287,Incident,INC001287,ST001,20251216,18,37,68,20,Y
RT001288,Incident,INC001288,ST006,20251217,34,51,77,1340,Y
RT001289,Incident,INC001289,ST014,20251217,3,7,11,1120,N
RT001290,Incident,INC001290,ST016,20251217,4,8,10,365,N
RT001291,Incident,INC001291,ST008,20251217,6,18,23,280,N
RT001292,Incident,INC001292,ST002,20251218,4,4,8,31,Y
RT001293,Incident,INC001293,ST009,20251218,1,1,2,268,N
RT001294,Incident,INC001294,ST015,20251218,1,2,3,,N
RT001295,Incident,INC001295,ST010,20251218,2,5,9,20,N
RT001296,Incident,INC001296,ST010,20251218,12,16,24,499,N
RT001297,Incident,INC001297,ST003,20251218,28,37,81,823,Y
RT001298,Incident,INC001298,ST004,20251219,7,15,23,1513,N
RT001299,Incident,INC001299,ST002,20251219,5,8,10,57,N
RT001300,Incident,INC001300,ST006,20251219,9,14,19,97,Y
RT001301,Incident,INC001301,ST010,20251219,1,2,3,1594,N
RT001302,Incident,INC001302,ST009,20251220,1,2,2,337,N
RT001303,Incident,INC001303,ST004,20251220,10,19,28,20,N
RT001304,Incident,INC001304,ST014,20251220,9,8,16,20,N
RT001305,Incident,INC001305,ST013,20251220,24,38,68,2260,Y
RT001306,Incident,INC001306,ST008,20251221,3,5,9,564,N
RT001307,Incident,INC001307,ST004,20251221,25,26,54,443,Y
RT001308,Incident,INC001308,ST001,20251221,4,10,14,,Y
RT001309,Incident,INC001309,ST010,20251222,9,12,22,2552,N
RT001310,Incident,INC001310,ST012,20251222,19,23,40,20,Y
RT001311,Incident,INC001311,ST003,20251222,1,1,1,603,N
RT001312,Incident,INC001312,ST010,20251222,2,4,7,510,N
RT001313,Incident,INC001313,ST013,20251223,15,15,28,20,Y
RT001314,Incident,INC001314,ST006,20251223,5,13,17,20,N
RT001315,Incident,INC001315,ST006,20251223,4,7,12,,Y
RT001316,Incident,INC001316,ST003,20251223,3,4,7,543,N
RT001317,Incident,INC001317,ST007,20251223,9,15,26,1358,N
RT001318,Incident,INC001318,ST010,20251223,5,6,12,299,N
RT001319,Incident,INC001319,ST003,20251224,5,8,13,115,N
RT001320,Incident,INC001320,ST001,20251224,4,7,12,3380,N
RT001321,Incident,INC001321,ST004,20251224,3,7,11,428,N
RT001322,Incident,INC001322,ST002,20251224,19,36,52,1804,Y
RT001323,Incident,INC001323,ST001,20251224,1,1,1,,N
RT001324,Incident,INC001324,ST006,20251224,4,6,7,878,N
RT001325,Incident,INC001325,ST001,20251225,8,13,24,491,N
RT001326,Incident,INC001326,ST002,20251225,7,15,20,,N
RT001327,Incident,INC001327,ST008,20251225,8,18,22,323,Y
RT001328,Incident,INC001328,ST007,20251226,1,2,3,107,N
RT001329,Incident,INC001329,ST013,20251227,22,33,59,292,Y
RT001330,Incident,INC001330,ST011,20251227,5,8,15,20,Y
RT001331,Incident,INC001331,ST006,20251227,4,12,14,234,Y
RT001332,Incident,INC001332,ST001,20251227,6,12,23,442,Y
RT001333,Incident,INC001333,ST006,20251228,4,7,9,422,N
RT001334,Incident,INC001334,ST002,20251228,8,17,24,720,Y
RT001335,Incident,INC001335,ST001,20251229,6,13,25,20,Y
RT001336,Incident,INC001336,ST003,20251229,5,8,12,1665,N
RT001337,Incident,INC001337,ST010,20251229,7,10,16,379,Y
RT001338,Incident,INC001338,ST007,20251229,9,18,26,20,N
RT001339,Incident,INC001339,ST009,20251229,6,13,16,265,Y
RT001340,Incident,INC001340,ST013,20251229,15,22,45,,Y
RT001341,Incident,INC001341,ST001,20251230,4,3,7,705,N
RT001342,Incident,INC001342,ST006,20251230,4,9,15,161,N
RT001343,Incident,INC001343,ST016,20251230,6,8,16,2416,N
RT001344,Incident,INC001344,ST001,20251230,15,33,43,20,Y
RT001345,Incident,INC001345,ST016,20251231,3,7,12,20,Y
RT001346,Incident,INC001346,ST007,20251231,4,6,11,228,N
RT001347,Incident,INC001347,ST001,20251231,1,2,3,772,N
RT001348,Incident,INC001348,ST003,20260101,4,4,8,112,N
RT001349,Incident,INC001349,ST003,20260101,22,28,43,549,Y
RT001350,Incident,INC001350,ST008,20260101,19,21,36,3230,Y
RT001351,Incident,INC001351,ST002,20260101,1,2,2,229,N
RT001352,Incident,INC001352,ST016,20260102,22,64,77,655,Y
RT001353,Incident,INC001353,ST010,20260102,35,33,64,2409,Y
RT001354,Incident,INC001354,ST001,20260102,4,8,11,926,N
RT001355,Incident,INC001355,ST010,20260103,20,30,39,1359,N
RT001356,Incident,INC001356,ST005,20260103,16,21,34,424,Y
RT001357,Incident,INC001357,ST010,20260104,18,22,47,501,Y
RT001358,Incident,INC001358,ST007,20260104,9,14,18,20,Y
RT001359,Incident,INC001359,ST005,20260105,5,7,13,20,Y
RT001360,Incident,INC001360,ST010,20260105,1,1,1,20,N
RT001361,Incident,INC001361,ST015,20260105,20,40,51,1547,Y
RT001362,Incident,INC001362,ST002,20260105,11,20,27,183,Y
RT001363,Incident,INC001363,ST010,20260105,7,14,21,1415,N
RT001364,Incident,INC001364,ST014,20260105,9,16,22,,Y
RT001365,Incident,INC001365,ST009,20260105,11,12,20,1157,N
RT001366,Incident,INC001366,ST016,20260106,14,30,38,2356,Y
RT001367,Incident,INC001367,ST005,20260107,3,3,5,1790,N
RT001368,Incident,INC001368,ST007,20260107,1,4,5,241,N
RT001369,Incident,INC001369,ST010,20260107,4,5,8,279,N
RT001370,Incident,INC001370,ST016,20260107,9,18,29,20,N
RT001371,Incident,INC001371,ST005,20260107,9,15,21,123,Y
RT001372,Incident,INC001372,ST001,20260107,9,12,16,1056,N
RT001373,Incident,INC001373,ST007,20260107,37,50,75,2394,Y
RT001374,Incident,INC001374,ST007,20260108,2,1,3,278,N
RT001375,Incident,INC001375,ST002,20260108,25,69,86,966,Y
RT001376,Incident,INC001376,ST010,20260108,1,2,3,97,N
RT001377,Incident,INC001377,ST006,20260109,2,3,5,113,N
RT001378,Incident,INC001378,ST013,20260109,6,10,16,,N
RT001379,Incident,INC001379,ST013,20260109,17,27,37,268,Y
RT001380,Incident,INC001380,ST002,20260109,4,6,8,475,N
RT001381,Incident,INC001381,ST012,20260110,3,6,9,176,N
RT001382,Incident,INC001382,ST015,20260110,4,8,13,77,N
RT001383,Incident,INC001383,ST014,20260110,8,13,15,1100,Y
RT001384,Incident,INC001384,ST013,20260111,5,17,20,,Y
RT001385,Incident,INC001385,ST004,20260111,3,5,9,368,N
RT001386,Incident,INC001386,ST006,20260112,3,5,7,109,Y
RT001387,Incident,INC001387,ST016,20260112,2,2,3,425,N
RT001388,Incident,INC001388,ST015,20260112,8,12,16,649,Y
RT001389,Incident,INC001389,ST013,20260113,9,11,22,185,Y
RT001390,Incident,INC001390,ST008,20260113,11,15,22,391,Y
RT001391,Incident,INC001391,ST009,20260113,6,6,12,247,N
RT001392,Incident,INC001392,ST007,20260113,14,39,54,535,Y
RT001393,Incident,INC001393,ST010,20260113,10,13,27,1166,Y
RT001394,Incident,INC001394,ST009,20260113,8,16,20,866,N
RT001395,Incident,INC001395,ST001,20260113,3,4,6,206,N
RT001396,Incident,INC001396,ST003,20260113,27,56,77,2004,Y
RT001397,Incident,INC001397,ST004,20260113,7,16,22,978,Y
RT001398,Incident,INC001398,ST013,20260113,2,2,3,23,N
RT001399,Incident,INC001399,ST006,20260114,14,25,52,659,Y
RT001400,Incident,INC001400,ST008,20260114,14,24,45,275,N
RT001401,Incident,INC001401,ST007,20260114,17,26,33,727,Y
RT001402,Incident,INC001402,ST008,20260114,8,17,21,1187,Y
RT001403,Incident,INC001403,ST013,20260114,11,10,21,,Y
RT001404,Incident,INC001404,ST001,20260114,1,1,1,1653,N
RT001405,Incident,INC001405,ST011,20260114,6,7,11,345,N
RT001406,Incident,INC001406,ST008,20260114,8,18,28,466,Y
RT001407,Incident,INC001407,ST004,20260114,6,14,19,1664,N
RT001408,Incident,INC001408,ST014,20260114,3,8,12,1133,N
RT001409,Incident,INC001409,ST013,20260115,4,7,13,697,N
RT001410,Incident,INC001410,ST002,20260115,15,31,51,472,Y
RT001411,Incident,INC001411,ST001,20260115,6,9,14,1189,N
RT001412,Incident,INC001412,ST009,20260115,9,11,16,187,N
RT001413,Incident,INC001413,ST011,20260115,2,3,7,162,Y
RT001414,Incident,INC001414,ST013,20260115,8,10,18,20,N
RT001415,Incident,INC001415,ST005,20260115,1,1,1,487,N
RT001416,Incident,INC001416,ST001,20260115,13,17,33,1523,N
RT001417,Incident,INC001417,ST009,20260115,14,25,33,,Y
RT001418,Incident,INC001418,ST004,20260116,5,10,12,229,N
RT001419,Incident,INC001419,ST013,20260116,15,24,33,91,Y
RT001420,Incident,INC001420,ST007,20260116,13,12,25,,Y
RT001421,Incident,INC001421,ST006,20260116,20,24,38,1237,Y
RT001422,Incident,INC001422,ST004,20260116,8,20,24,1701,Y
RT001423,Incident,INC001423,ST007,20260116,6,6,12,585,N
RT001424,Incident,INC001424,ST004,20260116,16,29,36,29,Y
RT001425,Incident,INC001425,ST001,20260116,6,12,16,1525,N
RT001426,Incident,INC001426,ST003,20260116,1,2,3,55,N
RT001427,Incident,INC001427,ST003,20260116,29,41,55,741,Y
RT001428,Incident,INC001428,ST015,20260117,8,10,16,86,N
RT001429,Incident,INC001429,ST004,20260117,7,14,25,560,N
RT001430,Incident,INC001430,ST002,20260118,19,26,55,179,Y
RT001431,Incident,INC001431,ST011,20260118,10,12,19,1209,N
RT001432,Incident,INC001432,ST013,20260118,7,7,13,432,N
RT001433,Incident,INC001433,ST009,20260118,5,8,14,493,Y
RT001434,Incident,INC001434,ST013,20260119,2,4,5,1144,N
RT001435,Incident,INC001435,ST014,20260120,2,8,9,214,N
RT001436,Incident,INC001436,ST001,20260121,9,16,35,1324,Y
RT001437,Incident,INC001437,ST008,20260121,14,39,47,811,Y
RT001438,Incident,INC001438,ST009,20260121,3,5,7,352,N
RT001439,Incident,INC001439,ST002,20260122,8,11,15,175,Y
RT001440,Incident,INC001440,ST013,20260122,3,4,6,1661,N
RT001441,Incident,INC001441,ST005,20260122,8,13,21,,Y
RT001442,Incident,INC001442,ST015,20260123,2,2,5,128,N
RT001443,Incident,INC001443,ST013,20260123,12,13,22,1475,N
RT001444,Incident,INC001444,ST006,20260123,2,4,6,1412,N
RT001445,Incident,INC001445,ST003,20260124,2,3,6,814,N
RT001446,Incident,INC001446,ST010,20260124,23,20,43,1411,Y
RT001447,Incident,INC001447,ST013,20260124,5,8,10,226,N
RT001448,Incident,INC001448,ST004,20260125,5,6,9,463,N
RT001449,Incident,INC001449,ST009,20260125,6,10,19,1994,N
RT001450,Incident,INC001450,ST003,20260125,14,35,57,257,Y
RT001451,Incident,INC001451,ST007,20260125,2,3,5,129,N
RT001452,Incident,INC001452,ST007,20260126,1,2,3,2027,N
RT001453,Incident,INC001453,ST010,20260126,25,23,48,1086,Y
RT001454,Incident,INC001454,ST002,20260126,1,2,3,167,N
RT001455,Incident,INC001455,ST001,20260126,1,2,3,20,N
RT001456,Incident,INC001456,ST002,20260127,4,7,13,20,N
RT001457,Incident,INC001457,ST013,20260128,1,1,1,,N
RT001458,Incident,INC001458,ST004,20260128,10,15,21,615,N
RT001459,Incident,INC001459,ST006,20260128,14,22,32,1932,Y
RT001460,Incident,INC001460,ST015,20260129,6,11,17,531,N
RT001461,Incident,INC001461,ST003,20260129,5,14,18,302,Y
RT001462,Incident,INC001462,ST002,20260129,13,24,38,1997,Y
RT001463,Incident,INC001463,ST013,20260129,11,16,21,1235,N
RT001464,Incident,INC001464,ST012,20260129,12,13,28,423,Y
RT001465,Incident,INC001465,ST007,20260129,8,11,22,173,Y
RT001466,Incident,INC001466,ST009,20260129,17,25,32,1294,Y
RT001467,Incident,INC001467,ST001,20260130,1,1,1,626,N
RT001468,Incident,INC001468,ST016,20260131,1,1,1,,N
RT001469,Incident,INC001469,ST013,20260201,1,2,4,1138,N
RT001470,Incident,INC001470,ST013,20260201,3,5,6,254,N
RT001471,Incident,INC001471,ST014,20260201,3,5,7,20,Y
RT001472,Incident,INC001472,ST003,20260201,26,49,82,228,Y
RT001473,Incident,INC001473,ST001,20260202,11,21,27,528,Y
RT001474,Incident,INC001474,ST008,20260202,11,14,31,2121,Y
RT001475,Incident,INC001475,ST002,20260202,13,14,27,685,Y
RT001476,Incident,INC001476,ST003,20260202,4,7,12,607,N
RT001477,Incident,INC001477,ST009,20260202,6,6,12,,N
RT001478,Incident,INC001478,ST014,20260202,7,8,14,429,N
RT001479,Incident,INC001479,ST016,20260203,7,12,19,396,Y
RT001480,Incident,INC001480,ST006,20260203,1,1,1,1118,N
RT001481,Incident,INC001481,ST006,20260203,18,36,70,881,Y
RT001482,Incident,INC001482,ST008,20260204,1,1,2,999,N
RT001483,Incident,INC001483,ST010,20260204,30,56,79,2493,Y
RT001484,Incident,INC001484,ST001,20260204,13,12,25,243,N
RT001485,Incident,INC001485,ST016,20260204,12,23,37,20,N
RT001486,Incident,INC001486,ST002,20260205,1,1,1,147,N
RT001487,Incident,INC001487,ST007,20260206,5,6,9,113,Y
RT001488,Incident,INC001488,ST001,20260206,25,41,50,499,Y
RT001489,Incident,INC001489,ST003,20260206,3,4,8,781,N
RT001490,Incident,INC001490,ST004,20260206,19,24,52,1129,Y
RT001491,Incident,INC001491,ST007,20260206,2,2,5,158,N
RT001492,Incident,INC001492,ST006,20260206,28,26,53,2530,Y
RT001493,Incident,INC001493,ST005,20260207,8,11,19,489,Y
RT001494,Incident,INC001494,ST013,20260207,3,3,6,20,N
RT001495,Incident,INC001495,ST001,20260207,4,8,16,668,N
RT001496,Incident,INC001496,ST002,20260207,5,7,13,98,Y
RT001497,Incident,INC001497,ST008,20260208,6,10,20,472,N
RT001498,Incident,INC001498,ST009,20260208,7,13,21,258,Y
RT001499,Incident,INC001499,ST001,20260209,6,19,23,1676,Y
RT001500,Incident,INC001500,ST006,20260209,8,11,21,,Y
RT001501,Incident,INC001501,ST001,20260209,6,17,25,1217,N
RT001502,Incident,INC001502,ST008,20260209,12,20,25,257,Y
RT001503,Incident,INC001503,ST014,20260209,4,8,14,1396,Y
RT001504,Incident,INC001504,ST011,20260209,9,18,28,354,N
RT001505,Incident,INC001505,ST008,20260210,22,41,62,983,Y
RT001506,Incident,INC001506,ST006,20260210,1,2,2,1081,N
RT001507,Incident,INC001507,ST012,20260210,7,19,23,20,Y
RT001508,Incident,INC001508,ST004,20260210,1,1,1,,N
RT001509,Incident,INC001509,ST001,20260211,1,1,1,1735,N
RT001510,Incident,INC001510,ST008,20260211,20,25,40,210,Y
RT001511,Incident,INC001511,ST013,20260211,8,18,26,4147,N
RT001512,Incident,INC001512,ST006,20260211,3,4,8,509,N
RT001513,Incident,INC001513,ST015,20260211,4,10,16,1558,Y
RT001514,Incident,INC001514,ST009,20260211,28,40,75,305,Y
RT001515,Incident,INC001515,ST016,20260211,5,6,9,,N
RT001516,Incident,INC001516,ST014,20260211,4,10,15,1965,N
RT001517,Incident,INC001517,ST001,20260211,23,25,47,1116,Y
RT001518,Incident,INC001518,ST001,20260211,11,23,32,927,N
RT001519,Incident,INC001519,ST004,20260212,21,35,56,1402,Y
RT001520,Incident,INC001520,ST013,20260213,9,14,18,195,Y
RT001521,Incident,INC001521,ST006,20260213,4,7,10,,N
RT001522,Incident,INC001522,ST006,20260213,2,4,6,20,N
RT001523,Incident,INC001523,ST001,20260213,9,10,16,20,Y
RT001524,Incident,INC001524,ST009,20260214,19,24,47,233,Y
RT001525,Incident,INC001525,ST015,20260214,4,6,13,94,N
RT001526,Incident,INC001526,ST001,20260214,30,51,72,2975,Y
RT001527,Incident,INC001527,ST006,20260215,12,16,35,900,Y
RT001528,Incident,INC001528,ST009,20260215,3,6,9,584,N
RT001529,Incident,INC001529,ST014,20260216,19,32,57,190,Y
RT001530,Incident,INC001530,ST002,20260216,14,25,43,973,Y
RT001531,Incident,INC001531,ST010,20260216,17,21,39,1632,Y
RT001532,Incident,INC001532,ST011,20260216,3,4,6,130,N
RT001533,Incident,INC001533,ST010,20260216,9,10,21,701,Y
RT001534,Incident,INC001534,ST006,20260216,3,5,7,192,Y
RT001535,Incident,INC001535,ST006,20260217,2,6,9,2327,N
RT001536,Incident,INC001536,ST006,20260217,35,45,63,904,Y
RT001537,Incident,INC001537,ST014,20260217,2,2,4,586,N
RT001538,Incident,INC001538,ST009,20260217,10,14,23,,N
RT001539,Incident,INC001539,ST011,20260218,12,17,36,1106,N
RT001540,Incident,INC001540,ST014,20260218,3,4,9,1648,N
RT001541,Incident,INC001541,ST009,20260218,9,16,24,1672,Y
RT001542,Incident,INC001542,ST001,20260218,3,4,6,,N
RT001543,Incident,INC001543,ST013,20260218,4,7,8,202,Y
RT001544,Incident,INC001544,ST001,20260218,38,68,115,,Y
RT001545,Incident,INC001545,ST004,20260218,1,1,1,1157,N
RT001546,Incident,INC001546,ST001,20260218,5,10,18,358,Y
RT001547,Incident,INC001547,ST014,20260218,21,30,40,,Y
RT001548,Incident,INC001548,ST010,20260219,23,25,49,2293,Y
RT001549,Incident,INC001549,ST015,20260219,1,1,1,128,N
RT001550,Incident,INC001550,ST007,20260219,12,19,27,,Y
RT001551,Incident,INC001551,ST014,20260219,3,8,12,3303,N
RT001552,Incident,INC001552,ST006,20260220,8,24,32,1321,Y
RT001553,Incident,INC001553,ST012,20260220,2,5,7,305,N
RT001554,Incident,INC001554,ST015,20260220,5,9,12,307,N
RT001555,Incident,INC001555,ST001,20260220,7,12,25,749,N
RT001556,Incident,INC001556,ST007,20260220,8,11,20,20,N
RT001557,Incident,INC001557,ST006,20260220,5,10,17,567,N
RT001558,Incident,INC001558,ST001,20260220,5,7,12,98,N
RT001559,Incident,INC001559,ST003,20260221,2,2,4,,N
RT001560,Incident,INC001560,ST002,20260221,4,11,14,653,N
RT001561,Incident,INC001561,ST010,20260222,2,3,4,,N
RT001562,Incident,INC001562,ST012,20260222,7,14,18,1387,Y
RT001563,Incident,INC001563,ST002,20260223,4,8,11,1413,N
RT001564,Incident,INC001564,ST008,20260223,1,1,1,,N
RT001565,Incident,INC001565,ST010,20260223,7,10,13,20,Y
RT001566,Incident,INC001566,ST002,20260223,15,33,41,2593,Y
RT001567,Incident,INC001567,ST015,20260223,17,27,38,1319,Y
RT001568,Incident,INC001568,ST009,20260223,1,2,2,661,N
RT001569,Incident,INC001569,ST014,20260223,5,8,10,237,N
RT001570,Incident,INC001570,ST012,20260224,1,1,1,170,N
RT001571,Incident,INC001571,ST005,20260224,3,6,7,948,N
RT001572,Incident,INC001572,ST011,20260224,6,11,23,20,Y
RT001573,Incident,INC001573,ST003,20260224,7,9,20,1055,N
RT001574,Incident,INC001574,ST014,20260224,2,1,3,230,N
RT001575,Incident,INC001575,ST015,20260224,3,6,11,1535,N
RT001576,Incident,INC001576,ST010,20260224,4,6,8,530,N
RT001577,Incident,INC001577,ST006,20260224,10,29,35,1377,Y
RT001578,Incident,INC001578,ST013,20260224,15,24,30,1923,N
RT001579,Incident,INC001579,ST009,20260225,7,9,14,1079,N
RT001580,Incident,INC001580,ST008,20260225,7,12,20,87,N
RT001581,Incident,INC001581,ST007,20260225,1,1,1,256,N
RT001582,Incident,INC001582,ST002,20260226,29,39,85,43,Y
RT001583,Incident,INC001583,ST004,20260226,4,7,9,303,N
RT001584,Incident,INC001584,ST001,20260226,3,7,9,291,Y
RT001585,Incident,INC001585,ST001,20260226,9,10,18,474,N
RT001586,Incident,INC001586,ST013,20260226,36,46,76,1557,Y
RT001587,Incident,INC001587,ST010,20260226,10,28,37,351,Y
RT001588,Incident,INC001588,ST002,20260226,9,22,28,473,Y
RT001589,Incident,INC001589,ST006,20260226,5,9,11,131,Y
RT001590,Incident,INC001590,ST003,20260226,7,10,16,20,Y
RT001591,Incident,INC001591,ST007,20260227,18,29,38,429,Y
RT001592,Incident,INC001592,ST006,20260227,6,13,20,1618,N
RT001593,Incident,INC001593,ST013,20260227,5,5,10,345,N
RT001594,Incident,INC001594,ST015,20260227,7,7,15,1487,Y
RT001595,Incident,INC001595,ST002,20260228,8,14,21,139,Y
RT001596,Incident,INC001596,ST016,20260301,6,11,16,,N
RT001597,Incident,INC001597,ST001,20260301,22,59,83,199,Y
RT001598,Incident,INC001598,ST009,20260302,5,11,18,325,Y
RT001599,Incident,INC001599,ST005,20260302,12,22,37,1260,Y
RT001600,Incident,INC001600,ST008,20260302,27,41,65,326,Y
RT001601,Incident,INC001601,ST013,20260303,19,30,53,20,Y
RT001602,Incident,INC001602,ST008,20260303,11,15,20,211,Y
RT001603,Incident,INC001603,ST001,20260303,26,53,77,731,Y
RT001604,Incident,INC001604,ST001,20260304,2,3,5,2012,N
RT001605,Incident,INC001605,ST009,20260304,16,45,53,1332,Y
RT001606,Incident,INC001606,ST011,20260304,3,4,7,293,Y
RT001607,Incident,INC001607,ST013,20260304,15,25,33,20,Y
RT001608,Incident,INC001608,ST001,20260304,1,4,5,106,N
RT001609,Incident,INC001609,ST001,20260305,5,7,14,292,N
RT001610,Incident,INC001610,ST007,20260305,5,12,16,2088,N
RT001611,Incident,INC001611,ST004,20260305,1,1,1,,N
RT001612,Incident,INC001612,ST007,20260305,4,7,12,20,N
RT001613,Incident,INC001613,ST008,20260305,6,9,19,1521,N
RT001614,Incident,INC001614,ST006,20260306,10,12,21,311,Y
RT001615,Incident,INC001615,ST015,20260307,9,17,26,1440,Y
RT001616,Incident,INC001616,ST001,20260307,1,1,1,948,N
RT001617,Incident,INC001617,ST010,20260308,1,1,1,620,N
RT001618,Incident,INC001618,ST004,20260308,6,9,17,1093,N
RT001619,Incident,INC001619,ST010,20260309,1,2,4,77,N
RT001620,Incident,INC001620,ST006,20260310,5,5,11,20,N
RT001621,Incident,INC001621,ST008,20260310,4,11,15,,N
RT001622,Incident,INC001622,ST002,20260310,27,32,54,1150,Y
RT001623,Incident,INC001623,ST009,20260310,4,10,13,1004,N
RT001624,Incident,INC001624,ST010,20260310,29,47,61,,Y
RT001625,Incident,INC001625,ST009,20260311,8,10,17,188,Y
RT001626,Incident,INC001626,ST013,20260311,2,5,6,20,N
RT001627,Incident,INC001627,ST007,20260311,9,10,17,370,Y
RT001628,Incident,INC001628,ST012,20260311,7,10,17,1540,N
RT001629,Incident,INC001629,ST012,20260312,12,23,35,20,Y
RT001630,Incident,INC001630,ST010,20260312,11,15,21,76,Y
RT001631,Incident,INC001631,ST005,20260312,25,34,58,,Y
RT001632,Incident,INC001632,ST008,20260312,10,17,21,1371,N
RT001633,Incident,INC001633,ST005,20260312,4,12,15,20,Y
RT001634,Incident,INC001634,ST006,20260312,12,16,23,1298,N
RT001635,Incident,INC001635,ST013,20260312,3,11,13,,Y
RT001636,Incident,INC001636,ST014,20260312,6,7,12,515,Y
RT001637,Incident,INC001637,ST006,20260312,9,11,16,20,N
RT001638,Incident,INC001638,ST002,20260313,4,7,11,,N
RT001639,Incident,INC001639,ST006,20260313,28,47,63,2663,Y
RT001640,Incident,INC001640,ST015,20260313,6,13,19,234,Y
RT001641,Incident,INC001641,ST011,20260313,16,25,38,1601,Y
RT001642,Incident,INC001642,ST004,20260313,20,24,42,278,Y
RT001643,Incident,INC001643,ST002,20260313,4,4,8,1348,N
RT001644,Incident,INC001644,ST002,20260314,3,5,7,531,N
RT001645,Incident,INC001645,ST005,20260314,3,9,11,,N
RT001646,Incident,INC001646,ST008,20260315,3,6,11,24,N
RT001647,Incident,INC001647,ST013,20260316,6,11,22,1583,N
RT001648,Incident,INC001648,ST013,20260317,2,3,5,20,N
RT001649,Incident,INC001649,ST002,20260318,33,41,82,1636,Y
RT001650,Incident,INC001650,ST015,20260318,4,11,14,32,Y
RT001651,Incident,INC001651,ST015,20260318,6,9,17,293,Y
RT001652,Incident,INC001652,ST003,20260319,18,17,36,20,Y
RT001653,Incident,INC001653,ST012,20260319,11,16,33,,Y
RT001654,Incident,INC001654,ST007,20260319,24,30,61,804,Y
RT001655,Incident,INC001655,ST002,20260320,27,42,55,2117,Y
RT001656,Incident,INC001656,ST013,20260320,3,4,6,,N
RT001657,Incident,INC001657,ST002,20260320,9,24,29,289,Y
RT001658,Incident,INC001658,ST012,20260321,7,14,19,2744,N
RT001659,Incident,INC001659,ST001,20260321,3,6,8,1689,N
RT001660,Incident,INC001660,ST001,20260322,44,67,105,1801,Y
RT001661,Incident,INC001661,ST016,20260323,8,20,24,1049,Y
RT001662,Incident,INC001662,ST004,20260323,15,24,36,,Y
RT001663,Incident,INC001663,ST005,20260323,11,19,27,355,Y
RT001664,Incident,INC001664,ST003,20260324,11,32,41,1205,N
RT001665,Incident,INC001665,ST006,20260324,9,13,25,1561,Y
RT001666,Incident,INC001666,ST008,20260324,6,13,21,553,N
RT001667,Incident,INC001667,ST001,20260324,4,8,13,667,Y
RT001668,Incident,INC001668,ST002,20260324,14,23,28,1010,N
RT001669,Incident,INC001669,ST002,20260324,5,9,18,847,N
RT001670,Incident,INC001670,ST012,20260325,1,1,1,919,N
RT001671,Incident,INC001671,ST014,20260325,1,1,2,,N
RT001672,Incident,INC001672,ST010,20260325,1,1,2,521,N
RT001673,Incident,INC001673,ST015,20260325,1,1,1,,N
RT001674,Incident,INC001674,ST002,20260325,33,53,71,404,Y
RT001675,Incident,INC001675,ST012,20260326,37,62,83,1033,Y
RT001676,Incident,INC001676,ST014,20260326,7,10,18,1844,N
RT001677,Incident,INC001677,ST001,20260326,54,94,111,1634,Y
RT001678,Incident,INC001678,ST009,20260326,4,8,10,168,N
RT001679,Incident,INC001679,ST012,20260326,1,1,1,161,N
RT001680,Incident,INC001680,ST010,20260327,11,20,35,799,Y
RT001681,Incident,INC001681,ST009,20260327,6,11,17,,N
RT001682,Incident,INC001682,ST015,20260327,3,4,7,46,Y
RT001683,Incident,INC001683,ST005,20260327,3,6,9,1956,N
RT001684,Incident,INC001684,ST010,20260327,4,7,14,780,N
RT001685,Incident,INC001685,ST008,20260328,22,47,76,544,Y
RT001686,Incident,INC001686,ST001,20260328,4,12,17,96,Y
RT001687,Incident,INC001687,ST009,20260328,11,18,27,96,Y
RT001688,Incident,INC001688,ST010,20260329,38,47,73,123,Y
RT001689,Incident,INC001689,ST006,20260329,4,8,12,209,N
RT001690,Incident,INC001690,ST010,20260330,12,12,24,89,Y
RT001691,Incident,INC001691,ST016,20260330,38,75,94,,Y
RT001692,Incident,INC001692,ST008,20260330,12,23,39,702,Y
RT001693,Incident,INC001693,ST011,20260330,9,10,20,20,N
RT001694,Incident,INC001694,ST013,20260330,5,5,10,411,N
RT001695,Incident,INC001695,ST015,20260330,5,11,17,1001,N
RT001696,Incident,INC001696,ST015,20260330,41,51,79,1206,Y
RT001697,Incident,INC001697,ST009,20260330,6,17,20,739,N
RT001698,Incident,INC001698,ST002,20260331,33,41,74,585,Y
RT001699,Incident,INC001699,ST014,20260331,14,27,39,1448,N
RT001700,Incident,INC001700,ST014,20260331,6,9,14,413,Y
RT001701,Incident,INC001701,ST015,20260401,2,5,9,20,N
RT001702,Incident,INC001702,ST002,20260401,1,1,1,20,N
RT001703,Incident,INC001703,ST011,20260401,5,12,17,20,Y
RT001704,Incident,INC001704,ST005,20260401,3,6,8,164,Y
RT001705,Incident,INC001705,ST014,20260401,6,6,12,,N
RT001706,Incident,INC001706,ST004,20260401,13,20,38,248,Y
